transaction_id,customer_id,transaction_date,shipping_method,total_amount
cd0be234-aa09-477f-905e-272cadcb6a66,18853c5c-e293-4394-a11e-4b5acb74cb38,2024-01-16T00:50:00+00:00,Two-Day,4000.41
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,0f302330-b423-442e-a121-df6979bc7749,2024-01-16T01:50:00+00:00,Expedited,2621.9
ba0c9ee7-6e7c-4fdc-98ce-b9337e9df2d8,6baccc50-c080-481c-879d-7ac002b45b32,2024-01-16T02:50:00+00:00,Standard,884.95
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,52a1a16e-879f-4a45-a4ba-d4017e92c828,2024-01-16T03:50:00+00:00,Standard,4034.9
5d08077b-5a0d-4076-871d-b6fb7690c9ee,be568efb-4ea9-4d8b-98f6-da2036b81f91,2024-01-17T03:50:00+00:00,Two-Day,5669.92
47599b99-9e7e-415c-b070-b7220724192c,082c0fbf-e73e-453c-8092-216f1376a0fc,2024-01-17T03:55:00+00:00,Expedited,1424.98
0918bd33-6d81-4489-955a-9810ae70ba1e,c0fb2adc-4ac6-47ba-b627-153b246d4f83,2024-01-17T04:00:00+00:00,Expedited,1299.93
81a24605-29cb-44c4-810a-7d809851efa8,7b359854-4abb-47d3-a99e-aa286df95e64,2024-01-18T04:00:00+00:00,Overnight,1049.98
564283c4-e96b-4689-973d-b0dae0012b21,c470743a-02d7-41d2-9c00-b528e036a59e,2024-01-18T05:00:00+00:00,Overnight,2729.91
19e085a4-fae7-4810-8e45-0a47937db8c6,a9cad6c3-0d7a-423e-828c-0f49ace3c087,2024-01-18T06:00:00+00:00,Overnight,699.99
5d799705-025b-4c23-bfb0-f154e3cf13c9,5634b5b9-8e01-4f2c-820e-a05e9b073bbf,2024-01-18T06:05:00+00:00,Two-Day,6099.9
08907765-79dd-4c2b-8f18-496777649884,9853f193-1638-41be-9deb-ec48d20a6457,2024-01-18T07:05:00+00:00,Overnight,3052.43
ac8c3f4e-0753-4b21-8528-d2a5bd8d75b0,e057ddbb-a87e-4f7e-adf8-74529006b0b1,2024-01-18T08:05:00+00:00,Expedited,2879.92
25c2389d-e383-4856-b85f-9918ad19e285,8d84e2cd-feb9-496b-bda2-5fb637717d83,2024-01-18T08:10:00+00:00,Two-Day,682.45
24a0f401-1061-4591-8ffe-b8e4e40b6597,c960c101-cd71-4b7a-9b6d-09e719838c34,2024-01-18T09:10:00+00:00,Two-Day,617.45
8bf0ca0b-197e-4717-b0f1-817486384bfb,23c933a2-f68a-4ff2-9ebc-155df83407f2,2024-01-18T09:15:00+00:00,Overnight,4252.43
82df65cb-b508-4c99-9cfc-d5a7c0c4d09b,c5a1d6be-2672-4116-bca1-8c841dfa5e00,2024-01-19T09:15:00+00:00,Overnight,4549.93
1c4537b1-fa59-4b46-85dc-ef982a645e72,d744d4be-df64-48f5-b468-7a4926f127f2,2024-01-19T10:15:00+00:00,Overnight,449.97
2238ce3d-2a20-4b9c-8555-9363058b253a,773f3de9-37af-4a0b-9960-c8a7cfeef534,2024-01-19T11:15:00+00:00,Expedited,1949.89
69df3d46-b3e4-4ae4-82f0-8bc09b31d6f6,d620a041-6500-46ae-b934-63953a91061d,2024-01-19T11:20:00+00:00,Expedited,269.97
11f8ceee-73b9-4a5a-af91-ced48350f4ae,a1e58696-d921-47d1-9974-1d4cda44350a,2024-01-19T12:20:00+00:00,Expedited,1795.38
38b44bc6-0aa8-4957-bea6-ee352c9f305a,83e1e0c1-7a53-410b-aa33-554618015457,2024-01-19T13:20:00+00:00,Standard,7255.89
48c9472b-2da9-4d1e-a87e-fcb7fa4ca2fb,03361ee7-9031-4f63-be62-78c6f7949e55,2024-01-19T14:20:00+00:00,Standard,1819.93
2f806743-40af-4d15-a4f6-0a3f2d006901,89080d0e-d325-4961-8054-b9ab5385c6e2,2024-01-20T14:20:00+00:00,Expedited,949.93
c8551a41-3328-48fe-91a3-d23fbb8644c8,a27b22a6-1e3d-4e03-bfe0-6fc3b8790d46,2024-01-20T14:25:00+00:00,Overnight,299.98
2a433475-8bdf-4f97-9442-44f7b719e2e1,42e7b54a-87b5-4033-8224-4d1da0f5909e,2024-01-20T15:25:00+00:00,Two-Day,47.48
3b48e3ee-2716-476f-a5ff-43aee675ded4,c22fa17b-4b45-4806-8f98-1a3b22ac0f48,2024-01-21T15:25:00+00:00,Standard,3704.92
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,dc5304a5-44ad-489c-8fdb-bdb807b1a917,2024-01-22T15:25:00+00:00,Overnight,1299.89
efc85e16-6975-4838-bfa7-fb23ef003d65,4c11c142-8bbc-4967-83a7-473342c1a88b,2024-01-22T16:25:00+00:00,Overnight,2299.94
370d7667-3915-411d-bac7-e04e7b8080ed,ad53d045-decf-4b7a-8e4e-f9abed0ceea5,2024-01-22T16:30:00+00:00,Expedited,999.98
e4b98280-5d06-4f15-8bfa-01918df714b4,93298430-cb32-4742-875a-8977c0e15e7b,2024-01-22T17:30:00+00:00,Standard,4209.92
0b4300aa-53b6-4f61-9572-430e788248c0,44a8171e-a9e0-4b84-bfe2-80253561ead6,2024-01-22T18:30:00+00:00,Two-Day,2551.45
3fb58d68-aa08-49a2-8119-2e59c6ba700c,968c0f63-ab1d-428c-bdad-86e7492500a0,2024-01-23T18:30:00+00:00,Standard,1339.97
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,afc2234f-bcf6-4bb6-9817-6e438c419963,2024-01-24T18:30:00+00:00,Standard,2407.42
23dd7dd2-e880-495c-808c-d2616e0496b3,dedeb954-a901-43a8-b17c-f5932bab6422,2024-01-25T18:30:00+00:00,Overnight,4799.92
20db82c6-de9f-44e8-a50f-31da8c3fb18d,91ba93e9-cb25-4359-829a-b1d1da6a9bae,2024-01-26T18:30:00+00:00,Expedited,545.96
216dfe2b-9305-4023-82de-b8427b365437,5ec475cd-c09e-4b45-89d5-fb5c6ba0bfcc,2024-01-26T19:30:00+00:00,Two-Day,59.98
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,cd130659-0811-428f-a1f4-e415d658744c,2024-01-26T19:35:00+00:00,Overnight,778.43
28e4d6b0-dbd6-4ed5-9a79-4934f98aa2a0,aa565717-40ae-4247-b962-5440626e2514,2024-01-26T19:40:00+00:00,Overnight,28.49
a3396dda-d801-4bd5-9afe-e044ea2c4018,8ce770a4-ed41-495f-aefa-f1afb306d401,2024-01-26T20:40:00+00:00,Standard,3149.96
6e6cbd84-161c-4bc7-8171-3c17bbae72d5,5007a778-d036-4eae-89f9-ad2ceaeaf6fe,2024-01-26T21:40:00+00:00,Expedited,4460.42
079db3e6-6b7f-4eea-b5a7-98cdd464602b,ee063f55-a885-468b-9e55-306fbb3bd03c,2024-01-27T21:40:00+00:00,Expedited,1139.99
f0903969-8a3e-475c-8cb8-bddc16d50353,6f1f0d5b-7b46-43c3-9b06-b41a306c597c,2024-01-27T22:40:00+00:00,Two-Day,6999.93
4c2da035-6e69-4c59-b7f3-5c39df0d8b6b,f45d66c3-69f4-40c0-b79e-c21449c87319,2024-01-27T22:45:00+00:00,Standard,3622.42
60d9abd1-0fa0-4391-8e41-77feb089720d,9a241e91-ef17-4a9e-a729-3c8e9e926eb5,2024-01-28T22:45:00+00:00,Expedited,799.97
ba017643-3366-42c4-9004-17bf82300861,646522df-948c-4523-a717-019f053faf5f,2024-01-28T22:50:00+00:00,Two-Day,1649.95
3ef6465a-aa39-4ebf-bdf6-2f6a92d0849e,ed8cd239-6de7-4bc8-bffc-b210a1d881f0,2024-01-29T22:50:00+00:00,Standard,2029.95
91e41674-ce5f-4451-878a-df4540d704dc,ef259ad7-1c51-4e6f-aa87-c9705f12097a,2024-01-30T22:50:00+00:00,Standard,1299.99
b0732a1a-bbfa-4896-b4b2-3ef01de1e416,094dcc73-dcc2-490e-819e-674316b6fb93,2024-01-30T23:50:00+00:00,Overnight,1246.95
0780a394-2c4b-4248-8713-e62082d60ebe,9ad9056b-6d86-4db1-9be8-dff6d725b9b8,2024-01-31T23:50:00+00:00,Two-Day,1399.93
b55b2ce5-2bb6-4863-ae41-dd01242f0649,fbe94f47-7222-479e-bc95-ad1ae3004bfb,2024-02-01T00:50:00+00:00,Expedited,1792.38
ee3bc7ab-78ce-4f54-bc5b-6bbbf4b9b1d8,2eeb55d3-2ddb-4ce0-830a-51633703898a,2024-02-01T01:50:00+00:00,Overnight,1868.92
0058c379-d16d-48bc-b7ee-e488f01ce66b,097926e0-bfb3-4530-8a9d-b8bfbc54192a,2024-02-02T01:50:00+00:00,Overnight,429.96
bf474541-138d-41ab-aac0-a0c8621399d3,93cdff60-b935-4d8e-acac-ff9d3febf991,2024-02-03T01:50:00+00:00,Standard,4257.88
bb7f503a-b2c2-4ab5-94c7-11ed9e2c81a0,d30d99aa-90a7-4aa1-8ea6-9afa1f985c5c,2024-02-03T01:55:00+00:00,Overnight,1384.96
046adf7f-360d-43a2-8fa6-f8d28c49f392,170792e5-c434-4c13-822d-8e38c9af9e11,2024-02-03T02:55:00+00:00,Overnight,1492.42
49ceb897-3d58-49dc-a438-01c835431198,9c267a78-178f-4fcd-b0d4-4a46cfa2c332,2024-02-03T03:00:00+00:00,Overnight,1194.43
dc861f2d-ce94-474a-8afd-6275d48f99df,1aa7d1a8-e4d8-4214-ba0e-da0a71ccacfb,2024-02-03T04:00:00+00:00,Expedited,1999.94
82cf6e76-083b-44a2-a567-8ae72f7a88d0,53a0eb4f-a94b-4b93-867e-d399580ba3ea,2024-02-03T04:05:00+00:00,Overnight,627.46
d3333617-322b-4f57-aa96-44fb95f410ef,f07ab1e6-6c7a-4527-bd9b-48d980abc398,2024-02-04T04:05:00+00:00,Standard,4958.9
ee066528-1a34-49d3-8374-5076a9659c0a,ed29568f-21f6-4aa7-aa0c-739797dcfece,2024-02-04T04:10:00+00:00,Two-Day,1139.99
b757ec76-e7ee-44b4-afd2-520b37ace8ed,9eee7937-a015-4d7c-8c3b-6840fc38a484,2024-02-04T04:15:00+00:00,Two-Day,2184.95
7784d87a-983a-4a5b-aee4-e7a4fd2d6355,9d04f1d6-0b10-4622-9e1d-e17ac521d51f,2024-02-04T04:20:00+00:00,Expedited,522.94
5f6db713-eca3-4379-9261-c757e70e76c8,682e4064-eaf5-47c1-b625-4df5d1aa8940,2024-02-04T04:25:00+00:00,Overnight,743.93
c73fa8d2-a547-4357-a0db-a36d9e268b2a,2a086261-ce82-48c4-840d-9b8b86ec98c5,2024-02-04T04:30:00+00:00,Two-Day,986.92
0dd1fe55-a9bf-4526-923e-bf90c29f4ffe,981f5204-dceb-4c73-bbb0-a7dccc3d4ed1,2024-02-04T04:35:00+00:00,Overnight,474.98
36de8e44-467f-4be5-8ab2-93d02f8f159a,7717a5f6-9996-4321-b8eb-54379a45de3a,2024-02-04T05:35:00+00:00,Standard,4279.95
21cba158-0b13-46da-a68b-27b68638724b,f4d4ae92-3161-4a9e-851b-7411063a0909,2024-02-05T05:35:00+00:00,Overnight,157.49
62b6d979-7f5b-4b70-8d84-ddcf42781943,1a61b743-eb62-4ef1-9ac4-35218d73e610,2024-02-06T05:35:00+00:00,Expedited,2149.41
0322fc29-6886-4ea9-b986-97dce1a26b4e,d50bea30-1fce-41e7-83c9-83888c976388,2024-02-06T06:35:00+00:00,Two-Day,157.49
cce65286-be6a-49ac-939e-f227d1c83080,4b8913fb-c564-450c-bb41-9df032bde160,2024-02-06T06:40:00+00:00,Overnight,1198.39
7d7805d7-213b-4f9d-9a83-fa79f43e5569,30877d96-ebf6-4f23-8a28-c86b35e2d7ee,2024-02-06T07:40:00+00:00,Standard,7314.91
c9f7ca6a-e5b2-4987-86b1-9751c0048ae1,2f3bfed7-d976-4cf5-b926-0e079f749a47,2024-02-06T07:45:00+00:00,Overnight,1904.92
8db8936b-b305-4d24-b219-70668c95c073,fb96e419-9ebb-4325-8dd7-89a1828a35d5,2024-02-06T08:45:00+00:00,Expedited,684.96
7361569e-b2a0-4b96-93a3-bcdf60ac37ae,3be8f8a6-4a0c-44ef-83db-bb1cd726cafd,2024-02-07T08:45:00+00:00,Overnight,1369.95
141bb0ce-ff6f-42d1-960f-265b27d7aaff,16bbd74e-b080-4372-b8ae-ecfb5d24f0a2,2024-02-07T09:45:00+00:00,Expedited,827.43
c9a29e09-995d-415b-a4ee-33c30f82bdd2,2b9ce19a-e01a-44ad-819c-4bc13740a63b,2024-02-08T09:45:00+00:00,Expedited,2767.4
de1062d5-ad25-40aa-be2a-b565c5f6eff6,b180ec73-2df1-4e72-89bf-ddf309f12fbb,2024-02-09T09:45:00+00:00,Standard,1033.45
8969773f-e580-4556-8308-eb4c5f595529,26679920-abe7-46e4-99c8-b6d4f6796b7e,2024-02-10T09:45:00+00:00,Expedited,3951.93
91b8d209-d22a-4b0d-aeec-66db426a8216,94e2c985-bb37-4864-8903-6dcaea60a0b1,2024-02-11T09:45:00+00:00,Overnight,3324.93
4873e830-a54c-46a2-a604-9d3dcc3c8b3b,21d4a1d9-43a7-4201-94ea-cb6be7e87821,2024-02-11T09:50:00+00:00,Overnight,787.44
a418689b-a6c0-4844-b34d-2e7675d62479,5017c7bd-b1a4-4587-94e2-2357590f303e,2024-02-11T10:50:00+00:00,Standard,2344.93
c1891505-e1ad-46e9-9b16-84ed6f0f9d8f,e2d998bf-145c-4ff4-a27b-1b604114a94e,2024-02-11T11:50:00+00:00,Expedited,4196.43
32757188-ddaf-45bd-8dae-54822d3910a7,321f9340-f4bb-43f2-8509-880d01e8e1e0,2024-02-12T11:50:00+00:00,Standard,1329.96
2cb1b618-2785-4cf7-a422-4882208b58fb,4abb55b9-6d59-4ac1-93df-5a8e1b056e58,2024-02-12T11:55:00+00:00,Two-Day,4172.41
e83c0fa7-5368-4038-b0df-71ad8e224698,f5a3c035-1271-4875-8777-64daa47f3be5,2024-02-12T12:55:00+00:00,Standard,2479.96
de149737-ccbf-486f-87c2-6267a39180fe,0a9d5dae-9b96-4cfb-9d2f-3d23873d3616,2024-02-12T13:00:00+00:00,Standard,6629.9
9a310be1-35fc-4e4f-9c3f-f0e88d6d9b0f,8c9c1fff-8109-40df-bb78-8ab1c283c561,2024-02-12T14:00:00+00:00,Expedited,919.95
28f04ad1-0b28-4e42-bff1-66b69b5c0085,4a39a094-538c-4f1c-8db0-4119b91eb4eb,2024-02-12T14:05:00+00:00,Two-Day,2834.96
8c6cd5b9-8566-429f-8d7b-91818792efdb,556bde75-4db7-44ad-b303-a8d14fbc26ae,2024-02-13T14:05:00+00:00,Expedited,5049.9
aa7281e4-6f58-4253-8ef8-ecce4ec3fd91,fb0ea3b0-afa7-4820-90e8-fc1f2b258ff1,2024-02-13T14:10:00+00:00,Standard,3131.92
eb2f95d1-8de3-405c-81d2-daf1f77a0084,10d01405-b90a-47da-9406-3d53fe834cf6,2024-02-13T15:10:00+00:00,Two-Day,1709.98
ca210d99-47a2-475c-a16b-551092b9d53f,4734eed5-d6da-4a02-a0bd-d634634d501c,2024-02-13T15:15:00+00:00,Standard,902.47
bc2c2780-6059-4a22-9d9d-3bed11f953d6,71d15501-ab6d-4853-bc13-929a38c305df,2024-02-13T16:15:00+00:00,Two-Day,269.97
be540f94-a1a5-4b3c-a5c4-5244483844ec,1543b6a4-5ffd-4e6d-a745-6bed98509b7d,2024-02-14T16:15:00+00:00,Two-Day,629.97
2c8eb684-c843-40c1-8a8a-607be5ebcbd8,8bcb3a96-8e12-4f37-b0ba-74801ad2b13d,2024-02-14T16:20:00+00:00,Expedited,3023.89
05921700-e6ae-4297-b068-97f7f3c2df0e,ad416f7b-fb85-4653-8e5f-32599a84220e,2024-02-14T17:20:00+00:00,Standard,1959.92
511f7524-1189-45df-9806-2874b01137af,6e4dfe37-e0c8-402a-b956-6b5a22be6591,2024-02-14T17:25:00+00:00,Two-Day,1139.99
82ac65e4-cc28-4624-9e43-e13d68873810,69282ccb-298f-41a6-abe0-2aa97a850b31,2024-02-15T17:25:00+00:00,Two-Day,304.46
9b01e258-49c4-42f9-a074-0baad988fb2e,2886b9dd-c400-4309-b7b9-de6572b86baf,2024-02-15T17:30:00+00:00,Two-Day,241.98
fc123cdc-003b-40b1-8f32-25fe58f39abd,601878f0-4ada-4f82-a70d-5f878229a4b7,2024-02-15T18:30:00+00:00,Standard,49.99
3077048f-f202-493e-97af-e74e375a75ef,b0fd9b90-d41a-4cbf-a1c8-baa1c41dcfa2,2024-02-15T19:30:00+00:00,Standard,1094.95
edc19aa8-9fc7-4ef9-9297-55f3e0a99717,54bd4a8a-8a82-4fb1-b0bb-b3c8610ad846,2024-02-15T19:35:00+00:00,Two-Day,398.96
6e40978a-81db-48a7-a92b-a0dde43e82f6,4fd29fc3-aafb-40fc-b8ee-f7fb91a43d95,2024-02-15T20:35:00+00:00,Overnight,4132.43
ed94a6b8-7317-4765-a7af-2575fca14bf9,381a0b2a-9a1b-4898-ad98-f6292eb1850e,2024-02-15T21:35:00+00:00,Standard,279.96
195984c5-3600-491e-97be-89f3dd06740c,43786310-47c6-4171-b562-9170dacc6e69,2024-02-15T21:40:00+00:00,Standard,1829.93
d85da240-a39f-4458-8776-193dc95bcb4c,f6fecaeb-3d8d-44b4-997a-9a4b0e2e1f59,2024-02-16T21:40:00+00:00,Two-Day,3842.89
35328295-564b-4181-8a8d-52f40ace6188,416926ce-75f2-4da8-9ad6-7d34c44f0926,2024-02-17T21:40:00+00:00,Standard,2677.44
21a0d783-2598-4deb-af19-08b779c50d50,756c8ce7-e523-448f-bb1c-30ba478ee947,2024-02-17T21:45:00+00:00,Expedited,9149.9
f2b8ed06-a132-4d8d-b996-2596f3d82605,33ff212e-c03c-4c48-b5b0-701e753484e4,2024-02-17T21:50:00+00:00,Overnight,249.99
7ef9be19-2e91-40ff-9c4d-332d6dbc5afa,ca4a42da-bea7-4ace-b215-7e8ff939530d,2024-02-17T22:50:00+00:00,Expedited,218.48
5c74d727-af3e-4499-a9d9-1062b8f483a7,e93162c9-8b63-49bc-82c6-aa284b331685,2024-02-17T22:55:00+00:00,Overnight,52.49
ce439fe2-45e5-4018-b8be-0c4388996ae1,a05d4912-6d14-4c0b-a40c-024c71865dae,2024-02-17T23:00:00+00:00,Expedited,3434.93
a154b40f-69bd-4a3d-b4b2-74cd8e2973fd,f9b3d8ea-9fd6-48bc-bae1-72ffeaf15dbc,2024-02-18T00:00:00+00:00,Two-Day,3407.41
7a27a0c9-d345-4abb-8890-4f8053151e6d,2cffd106-9abf-4f16-9842-e72471d0d8d9,2024-02-18T01:00:00+00:00,Standard,188.98
0c1e5f53-23cc-46ab-af09-ebd0cd5f8dde,c20dab74-8b89-4312-a0e2-2ef27760e3e0,2024-02-18T01:05:00+00:00,Overnight,2519.97
962b7540-65f4-47c1-b927-e7ae88dc4ece,2183f5de-ec62-4d98-9da1-1895f8d852a3,2024-02-18T01:10:00+00:00,Expedited,2618.91
c187477d-80a9-40d7-826d-ca2cfdf8ee66,9f137d84-e92b-4356-b101-be74479c92db,2024-02-19T01:10:00+00:00,Overnight,1613.94
6468704b-91ef-4d5c-8959-02880c1e5d8a,954ddc50-994a-4156-a0fc-d45fea99f10d,2024-02-19T02:10:00+00:00,Two-Day,1766.91
6071851a-586a-4bc8-ac17-abe002ee3d6b,10457667-65b5-4eeb-b156-805eb32ac76a,2024-02-19T03:10:00+00:00,Standard,2849.91
f9600a8e-f3e3-4e27-b18b-16feaccec14e,bf0e0c3b-c279-4ad5-9580-61d2d27c1576,2024-02-19T04:10:00+00:00,Expedited,3819.95
589401bb-21e5-4a44-989a-be9c3d776452,2dac4bc8-6925-47a9-85fd-3dbc225d0857,2024-02-19T04:15:00+00:00,Expedited,3099.95
d3e888ab-f0a2-4e38-8b41-7d4c05cbb608,3258172b-9e34-4635-b569-cb1c23fa0baf,2024-02-19T05:15:00+00:00,Overnight,2267.93
8c05523d-affe-4d9f-829b-79f35892cb78,f2666736-ba0a-4fab-a229-18c0da7a93fe,2024-02-19T05:20:00+00:00,Overnight,4255.9
35a24aa6-2b40-4ec6-9851-156aecaa38bc,28b3e87c-593f-4583-859f-b0113da6e433,2024-02-19T06:20:00+00:00,Standard,854.99
c1a65df1-881a-4bb8-85c6-de3e6afce1a2,dd62e44e-1fa9-4afb-9433-dc6aa9a6bac2,2024-02-19T07:20:00+00:00,Standard,1392.45
abfdb18c-dbcd-4c23-a0cf-6bef1eed2542,7772a81f-ed02-47f7-bccf-801597e8ed65,2024-02-20T07:20:00+00:00,Overnight,1287.38
d9c9ff4e-747e-491d-9257-222e4015f4f7,21c1b5da-e384-4f5a-9fbf-4c3044a92639,2024-02-21T07:20:00+00:00,Standard,954.92
9a90e987-85a9-4e97-8041-cc772d9a4e2c,b58f61fd-9bfa-48f1-905f-33f98080527c,2024-02-22T07:20:00+00:00,Two-Day,1936.92
92f4f05f-ab53-4597-9ff2-c9f4da329cc3,f7a73db6-6b35-40f6-b614-1cadad774031,2024-02-22T07:25:00+00:00,Standard,5670.92
528495a0-2fcd-43e9-837c-ec4ca01941c9,27788098-8089-48dd-b883-cef034e17091,2024-02-22T08:25:00+00:00,Two-Day,1004.95
77e374e1-0219-4092-96de-97a09dbb0a63,8f263c70-2cff-4ce7-b7ed-d4a1c3aa2b95,2024-02-22T08:30:00+00:00,Expedited,3005.4
07497cbb-2071-4248-9d28-f787e2868406,29e7003c-243a-44e7-bb56-d7c6992e77b2,2024-02-23T08:30:00+00:00,Two-Day,2039.93
ca1ef867-b5dd-45bb-bd9b-ea158d9cbca7,00dd1118-6667-4eb7-8e26-c82dad7deade,2024-02-24T08:30:00+00:00,Standard,3779.97
589af05c-6211-41de-a683-50d9f16c6c30,9719739c-4bfe-4d8b-9e41-a291a486c3da,2024-02-24T09:30:00+00:00,Expedited,1199.99
40bae4d7-43d8-4801-8662-f1e8f0515fed,f0bad84d-6729-4d73-a739-7a98ad2e5b26,2024-02-24T09:35:00+00:00,Expedited,2939.94
472c4bb7-352c-4947-8094-0598e0bddea5,4ef5ffcb-0396-4a59-8dd2-ed999a0d0338,2024-02-25T09:35:00+00:00,Standard,3162.39
