transaction_id,product_id,quantity,price
006c8e6a-ccfe-45bb-9717-3419b2f14df2,1b3c91ab-92d6-4086-8853-4a60c3308a61,3,149.99
006c8e6a-ccfe-45bb-9717-3419b2f14df2,9f7c65b8-dd43-4d32-b279-3b397aae4d2f,2,899.99
006c8e6a-ccfe-45bb-9717-3419b2f14df2,8b7f290d-3cfa-47ca-8824-911b7e6f3679,2,399.99
8810c3f3-059b-4450-add1-c54faabcf652,4822052f-47a2-4358-ba82-5e7d9408b96b,2,899.99
8810c3f3-059b-4450-add1-c54faabcf652,030c7914-5637-4c63-b872-23dc489e8c31,3,99.99
8810c3f3-059b-4450-add1-c54faabcf652,00c74c02-cd68-404d-be5a-e4e829141404,2,1299.99
7c1c5031-91b5-4fe5-9a24-89642ba94eb5,0a24f6d2-592d-4bd4-9aa5-f03135a89ea9,3,284.99
9ff38dda-d152-4043-a77f-0a7aaa1e3ac3,69d08fd9-a065-4ccc-8c77-565b0435b60c,3,129.99
9ff38dda-d152-4043-a77f-0a7aaa1e3ac3,dcc2b7fc-55f3-417c-9480-f3d6fdce9a85,3,199.99
9ff38dda-d152-4043-a77f-0a7aaa1e3ac3,fda4af7f-fe1d-4d91-91eb-2facb39d78d7,2,199.99
9ff38dda-d152-4043-a77f-0a7aaa1e3ac3,de1c8dfa-0548-4236-a4bb-d20ea9f9e018,1,99.99
9ff38dda-d152-4043-a77f-0a7aaa1e3ac3,1ef993fd-cdbd-420d-86d6-0c152f8e5e8f,2,1199.99
879a9866-1899-4b30-8161-3d4bd1e9df81,fad91cc8-1869-4063-8550-798a0df33fe4,1,142.49
879a9866-1899-4b30-8161-3d4bd1e9df81,6d27cdaf-62a7-467c-8cb2-7126e82329d2,2,56.99
69749120-eb03-4344-87d3-68120c3bc938,29e3139a-c071-4993-9112-cbbd898c79b2,1,104.99
69749120-eb03-4344-87d3-68120c3bc938,ac875b7f-1188-47ea-936e-1f2b0415006d,1,94.49
69749120-eb03-4344-87d3-68120c3bc938,c2728619-4c27-4ae7-b4f8-ba0361f127d3,3,209.99
69749120-eb03-4344-87d3-68120c3bc938,88a7922e-5a95-4659-9bc8-06caf1156df3,3,31.49
a53d067c-ac08-4b31-ac72-159c46385683,46b46cd1-a93b-4b47-98f0-16675bf23bfb,2,157.49
a53d067c-ac08-4b31-ac72-159c46385683,f4644741-0684-40f3-9ea3-43b5140fe396,2,104.99
a53d067c-ac08-4b31-ac72-159c46385683,0effce37-9751-42df-a6f9-17a720f620be,3,314.99
a53d067c-ac08-4b31-ac72-159c46385683,1dbb4f28-349c-409e-9442-4969988e51eb,3,1259.99
f5934d2d-4494-4230-9655-015bce648efd,94589340-a36b-4156-bc42-f0309a603969,2,129.99
f5934d2d-4494-4230-9655-015bce648efd,179d1521-f6c7-4878-9a64-4d6e337d3e63,1,199.99
412b8adf-56fe-453e-b1b4-d1bcd69ff973,aba6050c-100c-40a0-a906-0b3344c5ac69,1,123.49
412b8adf-56fe-453e-b1b4-d1bcd69ff973,504706d5-c88e-4604-8d83-67becab9938c,1,28.49
412b8adf-56fe-453e-b1b4-d1bcd69ff973,e937c402-96f6-4b55-87cf-cb1c81b66ea3,3,284.99
412b8adf-56fe-453e-b1b4-d1bcd69ff973,d55b7e23-c6c4-4cf5-9915-2bf8558eb3f4,3,759.99
4f32fca3-bee8-468a-ad91-9ada4ecac2af,bfbff53b-d621-41e1-a7ee-e745c6b577ca,3,209.99
4f32fca3-bee8-468a-ad91-9ada4ecac2af,b19e9be6-77d7-433d-b362-5614da0ba18c,2,1139.99
1bc38669-b643-4973-a38f-a1ad34b3ea31,c8f3b534-847c-45df-bfbf-3119414ffcaf,2,52.49
1bc38669-b643-4973-a38f-a1ad34b3ea31,755fe393-f036-42f5-ad54-2639d2eaf31a,1,157.49
7de4ea2d-4e34-433a-8116-1d1955c70c68,03306676-f242-4cc8-8a67-ecf673d7e05d,3,142.49
7de4ea2d-4e34-433a-8116-1d1955c70c68,2456ac12-ae56-4ed8-a0db-51cf9a8f4462,3,56.99
7de4ea2d-4e34-433a-8116-1d1955c70c68,0aba1b7b-474e-4167-b98c-c07ce86128a5,1,142.49
7de4ea2d-4e34-433a-8116-1d1955c70c68,c50d34a3-9069-4622-b06a-eac9d6efcc1b,1,47.49
d1cf11bf-c7da-42e8-b7b7-0bb17530d875,264e13ec-d9b4-4038-a5db-8d1b8021fe16,2,262.49
a347d7a6-7392-425d-ba31-9916e67a8b9f,79ef773b-ee06-48f1-af32-d000390416f0,1,56.99
bd78e03d-7b8f-46c5-963a-236ca250056e,60d9ed75-3760-4512-9c3f-9e8f649c9eed,2,944.99
bd78e03d-7b8f-46c5-963a-236ca250056e,d55b7e23-c6c4-4cf5-9915-2bf8558eb3f4,1,759.99
bd78e03d-7b8f-46c5-963a-236ca250056e,09472774-1f21-4cdd-8bbc-5f062ff78f6b,1,157.49
bd78e03d-7b8f-46c5-963a-236ca250056e,61b2a3c4-7b1f-4781-8177-14d748ca88e1,3,839.99
bd78e03d-7b8f-46c5-963a-236ca250056e,33929936-72e0-4ae2-966f-2f9e6967eda5,1,314.99
9d0d34cf-3d46-4639-a164-44780e3bc81f,d8c6b9b7-2470-41b5-b74a-5ce7520ae797,1,85.49
9d0d34cf-3d46-4639-a164-44780e3bc81f,a8963bcc-187a-439b-bb81-face54acdd56,1,142.49
9d0d34cf-3d46-4639-a164-44780e3bc81f,6dc46ae0-8bb2-4008-ba99-766a62d10797,3,142.49
e9d8906f-d97d-49a0-a221-bbd192000d4b,9568af26-4c8f-4771-8643-9a3f2366d1ce,1,839.99
e9d8906f-d97d-49a0-a221-bbd192000d4b,ba2415fd-71e3-4f2e-9608-4aef5763a18f,3,899.99
e9d8906f-d97d-49a0-a221-bbd192000d4b,34a463ef-367a-4b3f-a27a-8524e243035c,3,419.99
e9d8906f-d97d-49a0-a221-bbd192000d4b,b5c63210-4072-4829-bc8f-216cfd4cd00c,1,209.99
2c4b29b6-9b09-4f89-8b97-aff624880478,fad91cc8-1869-4063-8550-798a0df33fe4,3,142.49
2c4b29b6-9b09-4f89-8b97-aff624880478,30be3c0a-e68c-47bd-bb91-8162e8e75517,1,262.49
f8eb1cbd-e21b-4a19-acb3-bfbac18250f5,63a33833-df6c-4074-90de-2a27c42334ef,3,52.49
f8eb1cbd-e21b-4a19-acb3-bfbac18250f5,0464d3c8-5d0d-4732-981a-852e7e12eac5,3,314.99
f8eb1cbd-e21b-4a19-acb3-bfbac18250f5,f532f57f-9385-4a2f-84d3-50a51a2cee02,2,524.99
4d704291-a3fb-4ab8-87af-f8e0d258186b,07f6dbb7-46d3-4181-830a-4777ba4baf8d,2,1199.99
4d704291-a3fb-4ab8-87af-f8e0d258186b,36f074ed-8077-463b-a9ce-226a7de6c073,3,1199.99
4d704291-a3fb-4ab8-87af-f8e0d258186b,38d4ad03-74b9-4c56-a581-9642200e4874,1,99.99
4d704291-a3fb-4ab8-87af-f8e0d258186b,180cc125-94b9-41a6-8b0e-13d144fe1cc3,3,199.99
2003e47e-1697-4085-9ae0-c48c89ce9fee,fbeb1a54-657f-41c1-a644-cb6ec60ca5c9,3,699.99
2003e47e-1697-4085-9ae0-c48c89ce9fee,55049cb1-0d16-420c-adb7-1a7776573e50,2,59.99
2003e47e-1697-4085-9ae0-c48c89ce9fee,44939c44-f750-44d3-a19f-23c2a480957e,1,399.99
7e443f64-3427-44f8-a45c-bce5f037492e,59f34c2f-0ddc-4603-a153-d8a029687608,1,136.49
40d50395-61eb-4859-85e1-d69c29060f8d,a2860871-987f-401c-a0ac-921a8186c7e3,1,123.49
40d50395-61eb-4859-85e1-d69c29060f8d,f41510b0-a6e1-41b7-9e48-fa395d3bf9e5,2,189.99
40d50395-61eb-4859-85e1-d69c29060f8d,f532f57f-9385-4a2f-84d3-50a51a2cee02,1,524.99
40d50395-61eb-4859-85e1-d69c29060f8d,dd2a0ad1-bae1-43cb-b8ab-0bcf2c3f2a49,2,379.99
40d50395-61eb-4859-85e1-d69c29060f8d,6dc46ae0-8bb2-4008-ba99-766a62d10797,2,142.49
e9c550c7-7ce7-4aee-9e18-4823297a1cf6,e3d8e00d-a878-44c3-afde-ed6111767e1d,1,999.99
e9c550c7-7ce7-4aee-9e18-4823297a1cf6,ec8302c5-834d-43c9-8fcb-8508553baea6,2,249.99
e9c550c7-7ce7-4aee-9e18-4823297a1cf6,179d1521-f6c7-4878-9a64-4d6e337d3e63,3,199.99
e325717c-09d7-4c79-9326-991d00427652,a05a84e3-0a77-493d-a55e-decdfa896d64,2,734.99
e325717c-09d7-4c79-9326-991d00427652,84422cc3-d1e0-4a0c-b3bf-c64cfb201e63,2,314.99
e325717c-09d7-4c79-9326-991d00427652,168ee88a-5dbe-40d0-bf94-e152d9419ee4,3,104.99
3d8b7171-fec0-4319-9a53-d791f28e9828,8910b8f2-dc02-4d2d-a8ec-f985549a1381,1,99.99
3d8b7171-fec0-4319-9a53-d791f28e9828,9c0fb253-91ee-450e-910c-b2cfe86158f1,3,59.99
3d8b7171-fec0-4319-9a53-d791f28e9828,4822052f-47a2-4358-ba82-5e7d9408b96b,2,899.99
3d8b7171-fec0-4319-9a53-d791f28e9828,08a05ef0-b1df-4b5d-ad6c-e9ee300a8864,3,39.99
3d8b7171-fec0-4319-9a53-d791f28e9828,3b55fe0b-b27c-4114-8918-97d3107e6b86,3,299.99
0683a035-2a63-4055-94ea-06c012ff69b4,971a4be5-c05a-415d-abc0-05ce127820e7,2,31.49
cd0be234-aa09-477f-905e-272cadcb6a66,4a0e64a4-cc38-4d42-b1f1-0ce5dd1fbe7b,2,1364.99
cd0be234-aa09-477f-905e-272cadcb6a66,4a88ac73-2c11-44cd-9c64-7181e88c4f47,1,419.99
cd0be234-aa09-477f-905e-272cadcb6a66,476ab6e2-ecc4-4eda-8c5e-f38bc9ac9695,3,73.49
cd0be234-aa09-477f-905e-272cadcb6a66,f1cd7a9f-96ef-4aa3-b0e8-cea0a119b721,3,209.99
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,261198a9-6576-4408-9059-743019bde701,1,75.99
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,941f35c1-b89c-444b-b527-e09e364053ef,3,56.99
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,4177938d-8410-4416-a9b7-8e91e1f64b77,2,237.49
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,681c0d2f-df40-4ef6-81f6-845251058fae,1,474.99
bb1d6f45-60b6-401e-9e64-69e13cfe12e3,57f1eca6-a421-48e2-bebd-aff550b3fddb,3,474.99
ba0c9ee7-6e7c-4fdc-98ce-b9337e9df2d8,aadfba87-85b8-4192-b2cd-f98650f6b2a8,2,284.99
ba0c9ee7-6e7c-4fdc-98ce-b9337e9df2d8,168ee88a-5dbe-40d0-bf94-e152d9419ee4,3,104.99
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,2530dca2-3c35-4b7d-955f-abe00ee81c3b,3,189.99
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,4822052f-47a2-4358-ba82-5e7d9408b96b,1,899.99
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,35a2f925-70a7-454b-97af-a9b5bf8a2c73,1,189.99
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,c6958baf-6408-4815-8901-1384ec35414a,2,474.99
1a7f5585-ecee-4b0f-b1c2-5dc51959e32f,886c79a8-26c0-427b-be75-9b7b04f6da35,3,474.99
5d08077b-5a0d-4076-871d-b6fb7690c9ee,7641de70-d277-4bf5-a609-428c1cfa6ff0,2,734.99
5d08077b-5a0d-4076-871d-b6fb7690c9ee,3d5bfe54-5e42-4b3a-a3cf-371f372e8057,3,524.99
5d08077b-5a0d-4076-871d-b6fb7690c9ee,af95b20a-5ada-4c29-a0bb-00e63532696c,1,734.99
5d08077b-5a0d-4076-871d-b6fb7690c9ee,797bfece-0777-4852-be67-1de0882c17eb,2,944.99
47599b99-9e7e-415c-b070-b7220724192c,d762a515-1e2b-4768-961e-dc6b23aca869,1,949.99
47599b99-9e7e-415c-b070-b7220724192c,b8c27a8b-17a9-4f51-ad8d-b2b337e621dc,1,474.99
0918bd33-6d81-4489-955a-9810ae70ba1e,d461830c-9b63-4c50-b672-b45bd74ca711,3,199.99
0918bd33-6d81-4489-955a-9810ae70ba1e,da6d5115-c97a-4a76-bd77-f148bed98bd6,2,249.99
0918bd33-6d81-4489-955a-9810ae70ba1e,66a9c1cb-0806-498e-a15f-98657c4a7484,1,149.99
0918bd33-6d81-4489-955a-9810ae70ba1e,26420ca7-b09c-466f-9fb8-21c98c39309a,1,49.99
81a24605-29cb-44c4-810a-7d809851efa8,f532f57f-9385-4a2f-84d3-50a51a2cee02,2,524.99
564283c4-e96b-4689-973d-b0dae0012b21,8c985736-af52-4a5f-bd58-cfc2b4189fb9,1,209.99
564283c4-e96b-4689-973d-b0dae0012b21,0d121579-fb42-4c19-963a-f603f3d33362,3,52.49
564283c4-e96b-4689-973d-b0dae0012b21,c5090934-ec20-4c10-aee0-3921a5970d88,3,157.49
564283c4-e96b-4689-973d-b0dae0012b21,112d053a-759d-4e7e-972a-0cfbfc25a27e,2,944.99
19e085a4-fae7-4810-8e45-0a47937db8c6,fbeb1a54-657f-41c1-a644-cb6ec60ca5c9,1,699.99
5d799705-025b-4c23-bfb0-f154e3cf13c9,1cf478f7-71d5-45f6-8c99-e15f0a7c22ae,3,499.99
5d799705-025b-4c23-bfb0-f154e3cf13c9,b8bd632a-9ba9-4ba0-8ee1-ea588d5dbd0d,3,1299.99
5d799705-025b-4c23-bfb0-f154e3cf13c9,5fdfce9b-ffdb-4bec-a298-ac8ce814b9fd,3,199.99
5d799705-025b-4c23-bfb0-f154e3cf13c9,9acb9027-fea6-42e9-8f17-c395283c1bc7,1,99.99
08907765-79dd-4c2b-8f18-496777649884,1ef993fd-cdbd-420d-86d6-0c152f8e5e8f,1,1199.99
08907765-79dd-4c2b-8f18-496777649884,0fbc3463-c261-4b75-928d-75d868a15157,3,142.49
08907765-79dd-4c2b-8f18-496777649884,48f4fc4b-fbe6-4cef-88f9-63255c3c3e56,1,1139.99
08907765-79dd-4c2b-8f18-496777649884,46c9b6fb-3936-4f3b-b607-72bbc691fdc2,2,142.49
ac8c3f4e-0753-4b21-8528-d2a5bd8d75b0,3b55fe0b-b27c-4114-8918-97d3107e6b86,2,299.99
ac8c3f4e-0753-4b21-8528-d2a5bd8d75b0,2f659ca6-a8b2-4459-aff1-e531cd3aa1ae,3,699.99
ac8c3f4e-0753-4b21-8528-d2a5bd8d75b0,190bd05e-bd9e-4299-9917-7ec9fd221080,1,59.99
ac8c3f4e-0753-4b21-8528-d2a5bd8d75b0,f1d2f60b-7dad-47eb-a475-f42326099e0a,2,59.99
25c2389d-e383-4856-b85f-9918ad19e285,41a0cbf2-52ea-4068-b5ba-a7192caf5867,3,52.49
25c2389d-e383-4856-b85f-9918ad19e285,01ad35e7-c840-4f66-9768-c7600222d15d,2,262.49
24a0f401-1061-4591-8ffe-b8e4e40b6597,f0f769e0-f594-44cb-a481-84a5ab1f96ed,1,237.49
24a0f401-1061-4591-8ffe-b8e4e40b6597,e3d934e3-e10b-4256-b2b2-dfd220289648,2,47.49
24a0f401-1061-4591-8ffe-b8e4e40b6597,7979a0c6-b9a7-4740-a57f-daf27b7761dd,2,142.49
8bf0ca0b-197e-4717-b0f1-817486384bfb,3bfe700c-52ff-4966-9d15-4e6cfa492e92,1,1259.99
8bf0ca0b-197e-4717-b0f1-817486384bfb,96cfd9b2-176f-4b6a-8d46-8e6a499a959c,1,839.99
8bf0ca0b-197e-4717-b0f1-817486384bfb,686ba41b-a2e2-4d2d-bc55-51414aac70eb,3,157.49
8bf0ca0b-197e-4717-b0f1-817486384bfb,f2eb9ca1-528a-459b-bfcd-1b5e7e40abf0,1,1259.99
8bf0ca0b-197e-4717-b0f1-817486384bfb,63603f10-b3af-4f80-8422-3df817df096b,1,419.99
82df65cb-b508-4c99-9cfc-d5a7c0c4d09b,05251e42-3adc-4ce5-b162-1b04fb110446,2,249.99
82df65cb-b508-4c99-9cfc-d5a7c0c4d09b,f5429d6d-9a5c-452a-ac9d-04a236685af1,1,49.99
82df65cb-b508-4c99-9cfc-d5a7c0c4d09b,5bf3c956-4af5-4551-be71-f3ce842a6188,3,1199.99
82df65cb-b508-4c99-9cfc-d5a7c0c4d09b,f6acc75d-62f4-48ab-a2a1-244a6490482e,1,399.99
1c4537b1-fa59-4b46-85dc-ef982a645e72,0c8440f7-559b-4b01-80e3-be09dbebb9e9,3,149.99
2238ce3d-2a20-4b9c-8555-9363058b253a,a83d5aa3-33bc-4d27-af2f-2e8178722376,1,19.99
2238ce3d-2a20-4b9c-8555-9363058b253a,f50e5add-0580-490f-bb7b-e1860534cd86,3,89.99
2238ce3d-2a20-4b9c-8555-9363058b253a,9e7e24c9-0be1-4ff2-a9c9-26e58262bcfa,1,1299.99
2238ce3d-2a20-4b9c-8555-9363058b253a,a28c34fe-c2b0-47c9-8bfd-e208fa098121,3,39.99
2238ce3d-2a20-4b9c-8555-9363058b253a,9e6388d0-f904-4f32-b870-9ae58f7c3996,3,79.99
69df3d46-b3e4-4ae4-82f0-8bc09b31d6f6,4219b1b1-fae6-47a6-ba10-d640d2a771a6,3,89.99
11f8ceee-73b9-4a5a-af91-ced48350f4ae,9d0da508-5d0e-4796-a867-3910e14f4752,3,28.49
11f8ceee-73b9-4a5a-af91-ced48350f4ae,299a86c0-4208-473b-94a4-3257452960fa,3,284.99
11f8ceee-73b9-4a5a-af91-ced48350f4ae,f2196622-8967-47f4-b83f-633a24c06a3a,3,142.49
11f8ceee-73b9-4a5a-af91-ced48350f4ae,cc08cc3f-6b7a-4653-8db3-e06ac1679058,3,142.49
38b44bc6-0aa8-4957-bea6-ee352c9f305a,00c74c02-cd68-404d-be5a-e4e829141404,3,1299.99
38b44bc6-0aa8-4957-bea6-ee352c9f305a,3bfe700c-52ff-4966-9d15-4e6cfa492e92,2,1259.99
38b44bc6-0aa8-4957-bea6-ee352c9f305a,a1041b67-a42b-4066-bba0-364f0f9d8dcc,2,85.49
38b44bc6-0aa8-4957-bea6-ee352c9f305a,87848246-1d19-4db2-84a7-604ef4532d69,1,379.99
38b44bc6-0aa8-4957-bea6-ee352c9f305a,bd3205cc-3619-4e9a-acab-f0f66b9c4c44,3,94.99
48c9472b-2da9-4d1e-a87e-fcb7fa4ca2fb,3fc4b291-1f77-4d63-9529-b7b5dec93072,3,89.99
48c9472b-2da9-4d1e-a87e-fcb7fa4ca2fb,a907c7bb-5756-4b1b-935b-647260f8a17b,2,199.99
48c9472b-2da9-4d1e-a87e-fcb7fa4ca2fb,7539e25d-2bb8-4485-b7c2-ca8a84fcd002,1,249.99
48c9472b-2da9-4d1e-a87e-fcb7fa4ca2fb,4822052f-47a2-4358-ba82-5e7d9408b96b,1,899.99
2f806743-40af-4d15-a4f6-0a3f2d006901,d8477d2b-45d0-46d6-9218-b000f5a239af,2,99.99
2f806743-40af-4d15-a4f6-0a3f2d006901,d9c60ff2-bf42-488b-8496-7f13e1df311c,2,299.99
2f806743-40af-4d15-a4f6-0a3f2d006901,c05e70cd-ae2d-4186-bc92-8a49a644ccd7,3,49.99
c8551a41-3328-48fe-91a3-d23fbb8644c8,09f549b7-c038-4f68-9fbe-e1d4e3580edf,2,149.99
2a433475-8bdf-4f97-9442-44f7b719e2e1,e9a1ec07-7b3a-4a5b-950c-95229f181d8a,1,28.49
2a433475-8bdf-4f97-9442-44f7b719e2e1,aefcbbb8-bf99-47fa-a5df-5abe721951ea,1,18.99
3b48e3ee-2716-476f-a5ff-43aee675ded4,91034bf9-9499-4eb6-8927-1670be27adb0,3,189.99
3b48e3ee-2716-476f-a5ff-43aee675ded4,b396f36a-1596-409f-bf78-c8081b9a74d3,2,1139.99
3b48e3ee-2716-476f-a5ff-43aee675ded4,edcd27b3-0663-4fd3-b9b0-8481ddb0b774,1,379.99
3b48e3ee-2716-476f-a5ff-43aee675ded4,773b1196-8b09-41af-a179-613ee959e6e4,2,237.49
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,314bbdfa-d2c7-4849-bd4b-23ccaf959a14,2,89.99
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,7e905e95-89b0-4804-9e35-ac3d024d5bb1,1,399.99
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,6c7d6204-c04a-4fbc-9949-640e0590f194,3,49.99
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,63c8f312-acc8-4806-a3a0-7d3b6e42aac8,2,59.99
e2afbbf7-3b20-4dc1-a0c8-a76791ba2e65,1c1b5752-b880-4843-b5c1-9515688d2bd5,3,149.99
efc85e16-6975-4838-bfa7-fb23ef003d65,26e8fb23-1971-4797-bbd0-17d384f2fb3a,2,899.99
efc85e16-6975-4838-bfa7-fb23ef003d65,1da164c5-0b22-4d90-9b12-47bfcf62c4a7,2,49.99
efc85e16-6975-4838-bfa7-fb23ef003d65,329abc31-a82d-4f1d-840c-2070d27f5594,2,199.99
370d7667-3915-411d-bac7-e04e7b8080ed,f74d08ac-63e8-4937-8016-19298a105f95,2,499.99
e4b98280-5d06-4f15-8bfa-01918df714b4,003f2102-4c61-4789-8a96-7e3722448c12,1,94.99
e4b98280-5d06-4f15-8bfa-01918df714b4,616ed2f4-2f15-447f-a42f-d2586591ffc3,3,949.99
e4b98280-5d06-4f15-8bfa-01918df714b4,755fe393-f036-42f5-ad54-2639d2eaf31a,2,157.49
e4b98280-5d06-4f15-8bfa-01918df714b4,3cc1d293-0102-460d-bc51-afc955e7fd11,2,474.99
0b4300aa-53b6-4f61-9572-430e788248c0,ade51941-b590-4a97-951d-ad37a3a5dff8,2,209.99
0b4300aa-53b6-4f61-9572-430e788248c0,19d159c7-5ee7-4b0f-909c-95060741bc69,2,1049.99
0b4300aa-53b6-4f61-9572-430e788248c0,67b7d052-63e4-44d3-a1ad-a61a830a797a,1,31.49
3fb58d68-aa08-49a2-8119-2e59c6ba700c,cefdf7ce-7760-4db2-b0fe-3dc835a23c6e,1,1259.99
3fb58d68-aa08-49a2-8119-2e59c6ba700c,08a05ef0-b1df-4b5d-ad6c-e9ee300a8864,2,39.99
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,98112b87-d090-4c2f-9ab6-89c79fc34166,2,949.99
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,9c0fb253-91ee-450e-910c-b2cfe86158f1,1,59.99
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,a1b71b95-b56d-4df4-a51e-49fddb63f8b0,2,56.99
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,f4644741-0684-40f3-9ea3-43b5140fe396,2,104.99
f3faa6f1-8427-49c3-9004-99a7d63bb3ae,3a615ef4-6ae6-42d9-a093-85d0202b9d80,1,123.49
23dd7dd2-e880-495c-808c-d2616e0496b3,517d432e-a1b0-4df6-b001-caf0880caebc,3,149.99
23dd7dd2-e880-495c-808c-d2616e0496b3,ab94cac0-64c0-4e0c-9c8f-a82b136d8144,3,999.99
23dd7dd2-e880-495c-808c-d2616e0496b3,07f6dbb7-46d3-4181-830a-4777ba4baf8d,1,1199.99
23dd7dd2-e880-495c-808c-d2616e0496b3,f8f3871a-f8ec-435b-b71f-44a80afae540,1,149.99
20db82c6-de9f-44e8-a50f-31da8c3fb18d,9c942ab8-3773-4e71-9f16-8aa61640819d,1,62.99
20db82c6-de9f-44e8-a50f-31da8c3fb18d,c4d73c4f-09d3-42e7-9dc6-b3dc882c092e,1,209.99
20db82c6-de9f-44e8-a50f-31da8c3fb18d,b55c5392-b58b-4701-8d96-971e7afb570a,2,136.49
216dfe2b-9305-4023-82de-b8427b365437,a70c99dd-d5d6-4ebd-8633-2538214ab83c,2,29.99
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,e55eeb47-9cf8-4f7c-a3e0-c6f72cdde145,1,104.99
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,65d72260-8b03-45c0-9a51-618fdad3eb79,1,209.99
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,32ce0a5f-34ed-4eb5-80e0-08d9b38f513b,3,41.99
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,aadfba87-85b8-4192-b2cd-f98650f6b2a8,1,284.99
10606a20-38a7-4c84-b4c4-1b647bc6b9cf,0d121579-fb42-4c19-963a-f603f3d33362,1,52.49
28e4d6b0-dbd6-4ed5-9a79-4934f98aa2a0,4c8fa568-04e0-49e0-a95c-56976fb51a14,1,28.49
a3396dda-d801-4bd5-9afe-e044ea2c4018,c654ee12-cb95-4970-8326-aa50a29ba504,3,734.99
a3396dda-d801-4bd5-9afe-e044ea2c4018,b8e729b2-96bf-4991-955c-8cfed9498785,1,944.99
6e6cbd84-161c-4bc7-8171-3c17bbae72d5,91cc1c18-398e-4cb4-aba1-59ac3a1e0f5c,3,123.49
6e6cbd84-161c-4bc7-8171-3c17bbae72d5,a23de55c-7a99-4a08-9504-b13e428948f5,3,949.99
6e6cbd84-161c-4bc7-8171-3c17bbae72d5,2a77f44a-2367-4819-bb88-5fb03a1ebf58,1,1139.99
