time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city,month,month_name,season,weekend
2023-02-03,6.4,3.6,10.3,5.3,0.0,,12.8,,1013.0,,Seattle,2,February,Winter,No
2023-02-04,8.0,5.8,10.8,3.6,0.0,,8.4,,1014.6,,Seattle,2,February,Winter,Yes
2023-02-05,7.3,5.3,8.6,1.8,0.0,,5.7,,1011.5,,Seattle,2,February,Winter,Yes
2023-02-06,7.4,5.8,9.1,0.5,0.0,,19.8,,1027.7,,Seattle,2,February,Winter,No
2023-02-07,7.5,5.3,10.3,10.2,0.0,,17.9,,1022.0,,Seattle,2,February,Winter,No
2023-02-08,5.9,3.6,8.6,0.0,0.0,,7.9,,1031.2,,Seattle,2,February,Winter,No
2023-02-09,8.5,5.3,14.1,2.3,0.0,,5.5,,1022.4,,Seattle,2,February,Winter,No
2023-02-10,8.3,5.8,11.4,0.0,0.0,,11.7,,1022.3,,Seattle,2,February,Winter,No
2023-02-11,5.9,2.5,9.1,0.0,0.0,,3.4,,1026.1,,Seattle,2,February,Winter,Yes
2023-02-12,5.3,-0.3,9.7,0.0,0.0,,11.4,,1021.5,,Seattle,2,February,Winter,Yes
2023-02-13,5.3,0.3,8.0,8.9,0.0,,14.7,,1010.8,,Seattle,2,February,Winter,No
2023-02-14,2.1,-2.0,5.8,0.0,0.0,,5.0,,1020.6,,Seattle,2,February,Winter,No
2023-02-15,1.7,-3.1,6.9,0.0,0.0,,7.1,,1028.0,,Seattle,2,February,Winter,No
2023-02-16,4.0,0.3,7.5,0.0,0.0,,8.1,,1022.4,,Seattle,2,February,Winter,No
2023-02-17,5.7,4.1,6.9,5.1,0.0,,6.2,,1023.7,,Seattle,2,February,Winter,No
2023-02-18,6.1,4.7,8.0,0.0,0.0,,9.9,,1021.0,,Seattle,2,February,Winter,Yes
2023-02-19,6.6,4.7,8.6,1.3,0.0,,12.4,,1023.6,,Seattle,2,February,Winter,Yes
2023-02-20,7.9,7.5,8.6,5.6,0.0,,22.5,,1017.2,,Seattle,2,February,Winter,No
2023-02-21,4.7,2.5,7.5,1.5,0.0,,12.4,,1001.5,,Seattle,2,February,Winter,No
2023-02-22,1.2,-0.3,3.0,0.5,0.0,,10.4,,1001.7,,Seattle,2,February,Winter,No
2023-02-23,-1.1,-3.6,1.9,0.0,0.0,,12.4,,1008.8,,Seattle,2,February,Winter,No
2023-02-24,-1.1,-4.2,2.5,0.0,0.0,,7.9,,1019.7,,Seattle,2,February,Winter,No
2023-02-25,0.8,-5.3,5.8,0.0,0.0,,7.4,,1012.4,,Seattle,2,February,Winter,Yes
2023-02-26,2.7,-0.3,6.4,7.1,5.0,,13.5,,1002.2,,Seattle,2,February,Winter,Yes
2023-02-27,2.5,-0.9,5.3,3.8,0.0,,3.9,,999.9,,Seattle,2,February,Winter,No
2023-02-28,2.5,-0.3,5.3,1.0,0.0,,9.0,,1001.3,,Seattle,2,February,Winter,No
2023-03-01,2.5,-2.0,6.9,0.5,0.0,,9.6,,1017.6,,Seattle,3,March,Spring,No
2023-03-02,5.1,2.5,9.7,4.1,0.0,,15.5,,1014.3,,Seattle,3,March,Spring,No
2023-03-03,3.8,2.5,6.4,5.6,0.0,,16.1,,1013.2,,Seattle,3,March,Spring,No
2023-03-04,4.0,1.9,6.4,9.9,0.0,,9.7,,1000.5,,Seattle,3,March,Spring,Yes
2023-03-05,3.1,-2.0,8.6,7.6,0.0,,7.2,,1007.3,,Seattle,3,March,Spring,Yes
2023-03-06,4.4,-0.3,9.7,0.3,0.0,,7.4,,1015.6,,Seattle,3,March,Spring,No
2023-03-07,5.7,3.0,10.3,0.8,0.0,,4.7,,1016.6,,Seattle,3,March,Spring,No
2023-03-08,3.2,0.3,7.5,0.3,0.0,,7.5,,1014.7,,Seattle,3,March,Spring,No
2023-03-09,5.0,-0.3,9.7,0.0,0.0,,7.7,,1008.8,,Seattle,3,March,Spring,No
2023-03-10,6.4,3.0,9.1,4.1,0.0,,10.7,,999.5,,Seattle,3,March,Spring,No
2023-03-11,6.2,3.6,10.3,1.0,0.0,,9.4,,1013.1,,Seattle,3,March,Spring,Yes
2023-03-12,4.3,-1.4,8.0,6.1,0.0,,3.1,,1009.1,,Seattle,3,March,Spring,Yes
2023-03-13,6.3,4.1,8.0,10.4,0.0,,16.0,,1005.9,,Seattle,3,March,Spring,No
2023-03-14,6.0,1.4,10.3,0.0,0.0,,8.9,,1009.6,,Seattle,3,March,Spring,No
2023-03-15,6.6,3.6,9.7,0.0,0.0,,8.1,,1020.0,,Seattle,3,March,Spring,No
2023-03-16,6.1,1.4,11.4,0.0,0.0,,6.3,,1023.8,,Seattle,3,March,Spring,No
2023-03-17,8.6,0.8,16.4,0.0,0.0,,3.5,,1020.2,,Seattle,3,March,Spring,No
2023-03-18,10.7,3.6,17.5,0.0,0.0,,2.6,,1016.5,,Seattle,3,March,Spring,Yes
2023-03-19,10.3,6.4,14.7,0.0,0.0,,4.1,,1007.1,,Seattle,3,March,Spring,Yes
2023-03-20,9.6,8.0,12.5,3.6,0.0,,7.1,,1005.9,,Seattle,3,March,Spring,No
2023-03-21,9.3,6.9,13.0,0.0,0.0,,9.3,,1009.4,,Seattle,3,March,Spring,No
2023-03-22,9.6,3.0,16.4,0.0,0.0,,6.3,,1009.0,,Seattle,3,March,Spring,No
2023-03-23,6.8,3.6,9.1,1.0,0.0,,19.2,,1013.8,,Seattle,3,March,Spring,No
2023-03-24,4.8,3.0,8.0,0.0,0.0,,17.2,,1020.4,,Seattle,3,March,Spring,No
2023-03-25,5.0,2.5,8.6,0.0,0.0,,11.4,,1024.6,,Seattle,3,March,Spring,Yes
2023-03-26,5.7,3.0,9.7,0.0,0.0,,11.6,,1025.8,,Seattle,3,March,Spring,Yes
2023-03-27,7.1,0.3,14.1,0.0,0.0,,7.5,,1022.2,,Seattle,3,March,Spring,No
2023-03-28,11.3,8.0,14.7,0.0,0.0,,8.1,,1010.1,,Seattle,3,March,Spring,No
2023-03-29,10.0,4.1,15.3,0.0,0.0,,5.0,,1009.3,,Seattle,3,March,Spring,No
2023-03-30,8.2,6.4,11.4,0.0,0.0,,13.9,,1010.5,,Seattle,3,March,Spring,No
2023-03-31,6.9,5.8,8.6,10.2,0.0,,15.6,,1012.9,,Seattle,3,March,Spring,No
2023-04-01,5.9,4.1,8.6,0.5,0.0,,18.6,,1012.3,,Seattle,4,April,Spring,Yes
2023-04-02,4.4,2.5,8.0,6.4,0.0,,14.3,,1013.0,,Seattle,4,April,Spring,Yes
2023-04-03,4.3,1.4,8.0,2.3,0.0,,4.7,,1017.4,,Seattle,4,April,Spring,No
2023-04-04,5.9,3.0,10.3,0.0,0.0,,6.1,,1020.6,,Seattle,4,April,Spring,No
2023-04-05,6.7,1.4,11.4,0.0,0.0,,9.2,,1021.0,,Seattle,4,April,Spring,No
2023-04-06,9.1,6.4,11.9,11.4,0.0,,7.1,,1011.4,,Seattle,4,April,Spring,No
2023-04-07,10.2,8.0,13.6,2.3,0.0,,13.2,,1010.0,,Seattle,4,April,Spring,No
2023-04-08,8.9,7.5,10.8,3.8,0.0,,12.7,,1015.5,,Seattle,4,April,Spring,Yes
2023-04-09,10.1,8.6,13.0,14.2,0.0,,12.5,,1016.7,,Seattle,4,April,Spring,Yes
2023-04-10,7.3,5.8,8.0,17.0,0.0,,4.9,,1017.8,,Seattle,4,April,Spring,No
2023-04-11,7.1,4.7,10.8,2.3,0.0,,15.6,,1016.0,,Seattle,4,April,Spring,No
2023-04-12,7.3,3.6,11.4,0.0,0.0,,6.9,,1017.8,,Seattle,4,April,Spring,No
2023-04-13,6.9,3.6,10.8,0.0,0.0,,11.9,,1017.1,,Seattle,4,April,Spring,No
2023-04-14,8.1,2.5,13.0,0.0,0.0,,3.3,,1016.8,,Seattle,4,April,Spring,No
2023-04-15,8.4,5.8,10.3,0.5,0.0,,9.7,,1019.0,,Seattle,4,April,Spring,Yes
2023-04-16,8.1,5.3,10.3,8.6,0.0,,12.9,,1014.2,,Seattle,4,April,Spring,Yes
2023-04-17,6.0,1.4,9.7,3.5,0.0,,11.9,,1008.7,,Seattle,4,April,Spring,No
2023-04-18,5.4,3.0,8.0,3.0,0.0,,19.5,,1010.3,,Seattle,4,April,Spring,No
2023-04-19,6.5,2.5,10.3,0.5,0.0,,12.8,,1019.8,,Seattle,4,April,Spring,No
2023-04-20,5.4,1.9,8.0,7.9,0.0,,11.7,,1025.3,,Seattle,4,April,Spring,No
2023-04-21,8.7,6.4,10.8,0.0,0.0,,10.7,,1027.7,,Seattle,4,April,Spring,No
2023-04-22,11.4,7.5,16.4,3.6,0.0,,6.8,,1020.8,,Seattle,4,April,Spring,Yes
2023-04-23,10.3,8.0,11.9,11.7,0.0,,14.6,,1011.8,,Seattle,4,April,Spring,Yes
2023-04-24,9.6,6.9,13.6,0.8,0.0,,8.1,,1019.0,,Seattle,4,April,Spring,No
2023-04-25,10.5,6.9,14.1,0.0,0.0,,3.5,,1024.6,,Seattle,4,April,Spring,No
2023-04-26,12.4,7.5,18.6,0.0,0.0,,4.3,,1021.9,,Seattle,4,April,Spring,No
2023-04-27,13.5,9.7,18.0,0.0,0.0,,9.7,,1022.4,,Seattle,4,April,Spring,No
2023-04-28,16.3,9.7,23.0,0.0,0.0,,7.8,,1015.4,,Seattle,4,April,Spring,No
2023-04-29,18.0,11.9,24.1,0.0,0.0,,11.7,,1013.5,,Seattle,4,April,Spring,Yes
2023-04-30,12.6,9.1,15.8,0.0,0.0,,11.8,,1013.0,,Seattle,4,April,Spring,Yes
2023-05-01,11.4,9.7,13.0,0.5,0.0,,4.5,,1011.3,,Seattle,5,May,Spring,No
2023-05-02,14.7,9.7,20.8,0.3,0.0,,6.3,,1008.2,,Seattle,5,May,Spring,No
2023-05-03,15.7,11.4,21.9,0.0,0.0,,7.2,,1008.8,,Seattle,5,May,Spring,No
2023-05-04,11.2,9.7,12.5,1.3,0.0,,12.4,,1008.7,,Seattle,5,May,Spring,No
2023-05-05,9.5,9.1,10.3,17.8,0.0,,12.8,,1011.7,,Seattle,5,May,Spring,No
2023-05-06,11.4,8.0,15.8,0.0,0.0,,6.0,,1014.8,,Seattle,5,May,Spring,Yes
2023-05-07,12.2,9.1,16.4,0.0,0.0,,7.3,,1017.0,,Seattle,5,May,Spring,Yes
2023-05-08,13.3,10.3,17.5,0.3,0.0,,8.8,,1015.4,,Seattle,5,May,Spring,No
2023-05-09,13.0,9.7,17.5,0.0,0.0,,7.2,,1019.0,,Seattle,5,May,Spring,No
2023-05-10,14.4,8.6,20.8,0.0,0.0,,5.8,,1017.7,,Seattle,5,May,Spring,No
2023-05-11,15.7,9.7,23.0,0.0,0.0,,4.9,,1019.7,,Seattle,5,May,Spring,No
2023-05-12,18.3,10.8,25.3,0.0,0.0,,6.1,,1021.9,,Seattle,5,May,Spring,No
2023-05-13,20.7,13.6,26.9,0.0,0.0,,7.5,,1022.1,,Seattle,5,May,Spring,Yes
2023-05-14,23.0,15.8,29.1,0.0,0.0,,7.0,,1016.8,,Seattle,5,May,Spring,Yes
2023-05-15,23.4,16.4,31.9,0.0,0.0,,8.0,,1014.1,,Seattle,5,May,Spring,No
2023-05-16,18.4,13.6,24.7,0.0,0.0,,7.3,,1019.0,,Seattle,5,May,Spring,No
2023-05-17,18.7,13.6,24.7,0.0,0.0,,6.9,,1014.5,,Seattle,5,May,Spring,No
2023-05-18,18.8,14.1,24.1,0.0,0.0,,5.8,,1013.7,,Seattle,5,May,Spring,No
2023-05-19,17.1,11.9,23.0,0.0,0.0,,6.5,,1019.0,,Seattle,5,May,Spring,No
2023-05-20,18.9,14.1,23.6,0.0,0.0,,5.4,,1019.4,,Seattle,5,May,Spring,Yes
2023-05-21,13.0,10.8,16.4,0.0,0.0,,9.1,,1022.0,,Seattle,5,May,Spring,Yes
2023-05-22,12.6,9.1,16.4,0.3,0.0,,11.2,,1021.7,,Seattle,5,May,Spring,No
2023-05-23,13.2,9.1,17.5,0.0,0.0,,7.1,,1020.2,,Seattle,5,May,Spring,No
2023-05-24,15.9,12.5,19.7,0.0,0.0,,7.1,,1017.7,,Seattle,5,May,Spring,No
2023-05-25,17.9,12.5,23.6,0.0,0.0,,7.5,,1013.5,,Seattle,5,May,Spring,No
2023-05-26,20.2,14.1,26.4,0.0,0.0,,5.4,,1012.0,,Seattle,5,May,Spring,No
2023-05-27,15.5,11.9,20.3,0.0,0.0,,11.8,,1015.0,,Seattle,5,May,Spring,Yes
2023-05-28,13.3,9.7,18.0,0.0,0.0,,7.5,,1017.4,,Seattle,5,May,Spring,Yes
2023-05-29,14.1,10.3,20.3,0.0,0.0,,4.4,,1014.6,,Seattle,5,May,Spring,No
2023-05-30,12.1,9.1,15.8,0.0,0.0,,8.9,,1016.4,,Seattle,5,May,Spring,No
2023-05-31,12.8,10.3,17.5,0.0,0.0,,5.7,,1018.2,,Seattle,5,May,Spring,No
2023-06-01,14.1,9.7,19.7,0.0,0.0,,8.0,,1018.3,,Seattle,6,June,Summer,No
2023-06-02,15.7,10.3,21.9,0.0,0.0,,6.1,,1019.1,,Seattle,6,June,Summer,No
2023-06-03,15.9,9.7,21.9,0.0,0.0,,4.5,,1020.3,,Seattle,6,June,Summer,Yes
2023-06-04,15.0,10.8,19.1,0.0,0.0,,11.2,,1022.9,,Seattle,6,June,Summer,Yes
2023-06-05,16.1,10.3,21.9,0.0,0.0,,9.9,,1020.2,,Seattle,6,June,Summer,No
2023-06-06,19.1,11.9,24.7,0.0,0.0,,7.6,,1012.4,,Seattle,6,June,Summer,No
2023-06-07,21.7,14.1,29.1,0.0,0.0,,3.9,,1009.6,,Seattle,6,June,Summer,No
2023-06-08,17.3,11.9,23.0,0.0,0.0,,11.4,,1014.3,,Seattle,6,June,Summer,No
2023-06-09,12.6,11.9,15.8,4.8,0.0,,9.3,,1016.9,,Seattle,6,June,Summer,No
2023-06-10,12.9,10.8,15.8,5.8,0.0,,8.3,,1018.1,,Seattle,6,June,Summer,Yes
2023-06-11,16.2,11.9,20.8,0.0,0.0,,5.6,,1016.8,,Seattle,6,June,Summer,Yes
2023-06-12,20.2,13.0,27.5,0.0,0.0,,5.3,,1014.7,,Seattle,6,June,Summer,No
2023-06-13,15.6,12.5,20.3,0.0,0.0,,12.0,,1014.9,,Seattle,6,June,Summer,No
2023-06-14,14.0,11.4,18.6,0.0,0.0,,13.5,,1018.8,,Seattle,6,June,Summer,No
2023-06-15,15.0,9.1,21.4,0.0,0.0,,7.9,,1021.8,,Seattle,6,June,Summer,No
2023-06-16,16.1,12.5,20.3,3.3,0.0,,5.8,,1021.0,,Seattle,6,June,Summer,No
2023-06-17,12.5,10.8,14.7,1.8,0.0,,4.2,,1016.7,,Seattle,6,June,Summer,Yes
2023-06-18,11.3,8.6,15.3,4.3,0.0,,10.3,,1011.8,,Seattle,6,June,Summer,Yes
2023-06-19,11.8,8.6,15.8,0.3,0.0,,8.7,,1013.0,,Seattle,6,June,Summer,No
2023-06-20,12.1,10.3,14.1,10.7,0.0,,12.7,,1020.9,,Seattle,6,June,Summer,No
2023-06-21,15.3,10.8,20.3,0.0,0.0,,4.7,,1022.6,,Seattle,6,June,Summer,No
2023-06-22,17.3,11.4,23.6,0.0,0.0,,7.8,,1016.1,,Seattle,6,June,Summer,No
2023-06-23,19.4,13.6,26.4,0.0,0.0,,7.2,,1013.3,,Seattle,6,June,Summer,No
2023-06-24,15.2,10.8,20.3,0.0,0.0,,11.4,,1019.3,,Seattle,6,June,Summer,Yes
2023-06-25,17.4,11.4,24.1,0.0,0.0,,6.7,,1018.5,,Seattle,6,June,Summer,Yes
2023-06-26,17.3,11.9,22.5,0.0,0.0,,7.6,,1016.6,,Seattle,6,June,Summer,No
2023-06-27,16.9,12.5,23.6,0.0,0.0,,9.5,,1014.1,,Seattle,6,June,Summer,No
2023-06-28,18.9,13.0,26.4,0.0,0.0,,7.1,,1015.2,,Seattle,6,June,Summer,No
2023-06-29,20.0,14.1,26.4,0.0,0.0,,6.6,,1017.4,,Seattle,6,June,Summer,No
2023-06-30,20.1,15.8,24.7,0.0,0.0,,5.5,,1018.5,,Seattle,6,June,Summer,No
2023-07-01,18.8,13.0,25.8,0.0,0.0,,6.8,,1021.0,,Seattle,7,July,Summer,Yes
2023-07-02,19.0,13.0,24.7,0.0,0.0,,8.1,,1019.6,,Seattle,7,July,Summer,Yes
2023-07-03,20.0,13.6,24.7,0.0,0.0,,6.8,,1017.4,,Seattle,7,July,Summer,No
2023-07-04,22.3,14.7,28.6,0.0,0.0,,5.9,,1016.7,,Seattle,7,July,Summer,No
2023-07-05,23.7,16.4,30.3,0.0,0.0,,5.5,,1013.4,,Seattle,7,July,Summer,No
2023-07-06,22.2,15.8,28.6,0.0,0.0,,6.2,,1011.8,,Seattle,7,July,Summer,No
2023-07-07,17.1,13.0,23.0,0.0,0.0,,12.4,,1012.6,,Seattle,7,July,Summer,No
2023-07-08,17.1,13.0,23.0,0.0,0.0,,8.2,,1014.1,,Seattle,7,July,Summer,Yes
2023-07-09,18.4,12.5,25.3,0.0,0.0,,4.4,,1013.2,,Seattle,7,July,Summer,Yes
2023-07-10,16.7,13.0,20.3,0.0,0.0,,11.8,,1017.3,,Seattle,7,July,Summer,No
2023-07-11,18.6,13.6,24.7,0.0,0.0,,6.0,,1018.5,,Seattle,7,July,Summer,No
2023-07-12,18.0,13.0,23.6,0.0,0.0,,6.4,,1017.4,,Seattle,7,July,Summer,No
2023-07-13,19.4,13.0,26.4,0.0,0.0,,5.4,,1019.2,,Seattle,7,July,Summer,No
2023-07-14,21.5,14.7,28.6,0.0,0.0,,6.4,,1019.7,,Seattle,7,July,Summer,No
2023-07-15,22.8,16.4,29.7,0.0,0.0,,7.1,,1017.6,,Seattle,7,July,Summer,Yes
2023-07-16,21.5,16.4,27.5,0.0,0.0,,6.3,,1016.0,,Seattle,7,July,Summer,Yes
2023-07-17,19.0,15.8,24.1,0.0,0.0,,12.2,,1018.6,,Seattle,7,July,Summer,No
2023-07-18,19.6,14.1,25.3,0.0,0.0,,7.6,,1020.4,,Seattle,7,July,Summer,No
2023-07-19,21.9,15.3,28.6,0.0,0.0,,7.5,,1018.1,,Seattle,7,July,Summer,No
2023-07-20,22.1,16.9,28.0,0.0,0.0,,6.8,,1017.9,,Seattle,7,July,Summer,No
2023-07-21,18.6,14.7,24.7,0.0,0.0,,8.0,,1019.4,,Seattle,7,July,Summer,No
2023-07-22,19.9,13.6,26.4,0.0,0.0,,7.1,,1017.6,,Seattle,7,July,Summer,Yes
2023-07-23,21.1,15.8,27.5,0.0,0.0,,4.2,,1014.6,,Seattle,7,July,Summer,Yes
2023-07-24,17.2,14.7,21.9,2.3,0.0,,12.6,,1016.2,,Seattle,7,July,Summer,No
2023-07-25,17.6,14.1,23.0,0.0,0.0,,9.2,,1021.4,,Seattle,7,July,Summer,No
2023-07-26,18.5,14.1,22.5,0.0,0.0,,8.5,,1020.5,,Seattle,7,July,Summer,No
2023-07-27,19.9,14.7,25.3,0.0,0.0,,5.2,,1017.6,,Seattle,7,July,Summer,No
2023-07-28,19.1,13.6,25.8,0.0,0.0,,5.4,,1017.7,,Seattle,7,July,Summer,No
2023-07-29,18.6,14.1,23.0,0.0,0.0,,5.8,,1018.8,,Seattle,7,July,Summer,Yes
2023-07-30,19.0,14.7,24.1,0.0,0.0,,7.4,,1020.3,,Seattle,7,July,Summer,Yes
2023-07-31,19.3,14.7,24.7,0.0,0.0,,5.4,,1020.1,,Seattle,7,July,Summer,No
2023-08-01,20.5,15.3,25.8,0.0,0.0,,5.2,,1018.7,,Seattle,8,August,Summer,No
2023-08-02,21.4,15.8,27.5,0.0,0.0,,5.5,,1017.3,,Seattle,8,August,Summer,No
2023-08-03,21.4,16.4,26.9,0.0,0.0,,5.9,,1018.7,,Seattle,8,August,Summer,No
2023-08-04,22.0,16.9,27.5,0.0,0.0,,5.8,,1020.1,,Seattle,8,August,Summer,No
2023-08-05,19.4,17.5,21.4,0.5,0.0,,3.1,,1020.4,,Seattle,8,August,Summer,Yes
2023-08-06,19.8,16.4,23.6,0.0,0.0,,6.2,,1021.5,,Seattle,8,August,Summer,Yes
2023-08-07,20.2,17.5,24.1,2.4,0.0,,3.8,,1019.7,,Seattle,8,August,Summer,No
2023-08-08,19.7,16.4,25.8,0.0,0.0,,5.5,,1016.1,,Seattle,8,August,Summer,No
2023-08-09,19.2,16.4,24.1,0.0,0.0,,11.8,,1012.6,,Seattle,8,August,Summer,No
2023-08-10,18.9,15.8,23.0,0.0,0.0,,7.2,,1015.8,,Seattle,8,August,Summer,No
2023-08-11,19.9,14.7,24.7,0.0,0.0,,5.1,,1017.6,,Seattle,8,August,Summer,No
2023-08-12,21.2,16.9,26.4,0.0,0.0,,6.9,,1021.2,,Seattle,8,August,Summer,Yes
2023-08-13,23.7,18.0,29.7,0.0,0.0,,7.1,,1019.4,,Seattle,8,August,Summer,Yes
2023-08-14,26.1,21.4,32.5,0.0,0.0,,7.1,,1015.2,,Seattle,8,August,Summer,No
2023-08-15,26.3,19.1,33.0,0.0,0.0,,5.8,,1014.5,,Seattle,8,August,Summer,No
2023-08-16,26.0,19.7,32.5,0.0,0.0,,6.5,,1014.1,,Seattle,8,August,Summer,No
2023-08-17,24.6,19.1,31.9,0.0,0.0,,5.9,,1009.0,,Seattle,8,August,Summer,No
2023-08-18,18.0,14.1,22.5,0.0,0.0,,10.9,,1012.8,,Seattle,8,August,Summer,No
2023-08-19,18.4,12.5,22.5,0.0,0.0,,7.7,,1014.7,,Seattle,8,August,Summer,Yes
2023-08-20,19.7,14.7,24.7,0.0,0.0,,4.6,,1011.8,,Seattle,8,August,Summer,Yes
2023-08-21,17.8,12.5,24.1,0.0,0.0,,3.8,,1010.7,,Seattle,8,August,Summer,No
2023-08-22,16.9,13.0,22.5,0.5,0.0,,11.2,,1016.3,,Seattle,8,August,Summer,No
2023-08-23,17.6,14.1,21.9,1.0,0.0,,8.0,,1019.5,,Seattle,8,August,Summer,No
2023-08-24,18.2,13.6,23.0,0.0,0.0,,7.9,,1017.0,,Seattle,8,August,Summer,No
2023-08-25,20.5,16.9,27.5,0.5,0.0,,7.5,,1015.2,,Seattle,8,August,Summer,No
2023-08-26,21.9,15.8,28.0,0.0,0.0,,5.9,,1015.4,,Seattle,8,August,Summer,Yes
2023-08-27,21.8,15.3,28.6,0.0,0.0,,7.0,,1016.6,,Seattle,8,August,Summer,Yes
2023-08-28,17.6,16.4,19.1,0.0,0.0,,9.2,,1018.9,,Seattle,8,August,Summer,No
2023-08-29,15.8,14.7,16.9,3.0,0.0,,7.2,,1019.4,,Seattle,8,August,Summer,No
2023-08-30,18.1,15.3,21.9,0.0,0.0,,6.0,,1018.8,,Seattle,8,August,Summer,No
2023-08-31,17.2,14.7,19.1,0.5,0.0,,6.7,,1011.8,,Seattle,8,August,Summer,No
2023-09-01,18.9,15.3,24.7,0.0,0.0,,6.1,,1011.4,,Seattle,9,September,Autumn,No
2023-09-02,21.3,14.7,28.6,0.0,0.0,,4.3,,1012.6,,Seattle,9,September,Autumn,Yes
2023-09-03,17.8,14.1,19.7,1.5,0.0,,15.6,,1013.9,,Seattle,9,September,Autumn,Yes
2023-09-04,14.7,11.9,18.6,0.0,0.0,,12.2,,1016.9,,Seattle,9,September,Autumn,No
2023-09-05,15.7,11.9,20.3,0.0,0.0,,6.5,,1016.6,,Seattle,9,September,Autumn,No
2023-09-06,17.0,11.9,23.0,0.0,0.0,,6.3,,1014.9,,Seattle,9,September,Autumn,No
2023-09-07,16.7,14.1,19.7,0.0,0.0,,2.9,,1016.8,,Seattle,9,September,Autumn,No
2023-09-08,16.5,11.9,21.9,0.0,0.0,,5.5,,1019.7,,Seattle,9,September,Autumn,No
2023-09-09,17.9,11.4,24.7,0.0,0.0,,5.0,,1019.1,,Seattle,9,September,Autumn,Yes
2023-09-10,19.4,13.0,26.4,0.0,0.0,,8.0,,1017.3,,Seattle,9,September,Autumn,Yes
