time,city,daily_sales
2023-03-14,Seattle,2455.8
2023-03-15,Seattle,2456.4
2023-03-16,Seattle,2455.9
2023-03-17,Seattle,2458.4
2023-03-18,Seattle,4910.3
2023-03-19,Seattle,4909.9
2023-03-20,Seattle,2463.0
2023-03-21,Seattle,2459.1
2023-03-22,Seattle,2459.4
2023-03-23,Seattle,2457.6
2023-03-24,Seattle,2454.6
2023-03-25,Seattle,4904.6
2023-03-26,Seattle,4905.3
2023-03-27,Seattle,2456.9
2023-03-28,Seattle,2461.1
2023-03-29,Seattle,2459.8
2023-03-30,Seattle,2458.0
2023-03-31,Seattle,2466.9
2023-04-01,Seattle,4906.0
2023-04-02,Seattle,4910.4
2023-04-03,Seattle,2456.4
2023-04-04,Seattle,2455.7
2023-04-05,Seattle,2456.5
2023-04-06,Seattle,2470.3
2023-04-07,Seattle,2462.3
2023-04-08,Seattle,4912.3
2023-04-09,Seattle,4923.9
2023-04-10,Seattle,2474.1
2023-04-11,Seattle,2459.2
2023-04-12,Seattle,2457.1
2023-04-13,Seattle,2456.7
2023-04-14,Seattle,2457.9
2023-04-15,Seattle,4908.5
2023-04-16,Seattle,4916.3
2023-04-17,Seattle,2459.3
2023-04-18,Seattle,2458.2
2023-04-19,Seattle,2456.8
2023-04-20,Seattle,2463.1
2023-04-21,Seattle,2458.5
2023-04-22,Seattle,4914.6
2023-04-23,Seattle,4921.6
2023-04-24,Seattle,2460.2
2023-04-25,Seattle,2460.3
2023-04-26,Seattle,2462.2
2023-04-27,Seattle,2463.3
2023-04-28,Seattle,2466.1
2023-04-29,Seattle,4917.6
2023-04-30,Seattle,4912.2
2023-05-01,Seattle,2461.7
2023-05-02,Seattle,2464.8
2023-05-03,Seattle,2465.5
2023-05-04,Seattle,2462.3
2023-05-05,Seattle,2477.1
2023-05-06,Seattle,4911.0
2023-05-07,Seattle,4911.8
2023-05-08,Seattle,2463.4
2023-05-09,Seattle,2462.8
2023-05-10,Seattle,2464.2
2023-05-11,Seattle,2465.5
2023-05-12,Seattle,2468.1
2023-05-13,Seattle,4920.3
2023-05-14,Seattle,4922.6
2023-05-15,Seattle,2473.2
2023-05-16,Seattle,2468.2
2023-05-17,Seattle,2468.5
2023-05-18,Seattle,2468.6
2023-05-19,Seattle,2466.9
2023-05-20,Seattle,4918.5
2023-05-21,Seattle,4912.6
2023-05-22,Seattle,2462.7
2023-05-23,Seattle,2463.0
2023-05-24,Seattle,2465.7
2023-05-25,Seattle,2467.7
2023-05-26,Seattle,2470.0
2023-05-27,Seattle,4915.1
2023-05-28,Seattle,4912.9
2023-05-29,Seattle,2463.9
2023-05-30,Seattle,2461.9
2023-05-31,Seattle,2462.6
2023-06-01,Seattle,4097.1
2023-06-02,Seattle,4098.7
2023-06-03,Seattle,8181.9
2023-06-04,Seattle,8181.0
2023-06-05,Seattle,4099.1
2023-06-06,Seattle,4102.1
2023-06-07,Seattle,4104.7
2023-06-08,Seattle,4100.3
2023-06-09,Seattle,4100.4
2023-06-10,Seattle,8184.7
2023-06-11,Seattle,8182.2
2023-06-12,Seattle,4103.2
2023-06-13,Seattle,4098.6
2023-06-14,Seattle,4097.0
2023-06-15,Seattle,4098.0
2023-06-16,Seattle,4102.4
2023-06-17,Seattle,8180.3
2023-06-18,Seattle,8181.6
2023-06-19,Seattle,4095.1
2023-06-20,Seattle,4105.8
2023-06-21,Seattle,4098.3
2023-06-22,Seattle,4100.3
2023-06-23,Seattle,4102.4
2023-06-24,Seattle,8181.2
2023-06-25,Seattle,8183.4
2023-06-26,Seattle,4100.3
2023-06-27,Seattle,4099.9
2023-06-28,Seattle,4101.9
2023-06-29,Seattle,4103.0
2023-06-30,Seattle,4103.1
2023-07-01,Seattle,8184.8
2023-07-02,Seattle,8185.0
2023-07-03,Seattle,4103.0
2023-07-04,Seattle,4105.3
2023-07-05,Seattle,4106.7
2023-07-06,Seattle,4105.2
2023-07-07,Seattle,4100.1
2023-07-08,Seattle,8183.1
2023-07-09,Seattle,8184.4
2023-07-10,Seattle,4099.7
2023-07-11,Seattle,4101.6
2023-07-12,Seattle,4101.0
2023-07-13,Seattle,4102.4
2023-07-14,Seattle,4104.5
2023-07-15,Seattle,8188.8
2023-07-16,Seattle,8187.5
2023-07-17,Seattle,4102.0
2023-07-18,Seattle,4102.6
2023-07-19,Seattle,4104.9
2023-07-20,Seattle,4105.1
2023-07-21,Seattle,4101.6
2023-07-22,Seattle,8185.9
2023-07-23,Seattle,8187.1
2023-07-24,Seattle,4102.5
2023-07-25,Seattle,4100.6
2023-07-26,Seattle,4101.5
2023-07-27,Seattle,4102.9
2023-07-28,Seattle,4102.1
2023-07-29,Seattle,8184.6
2023-07-30,Seattle,8185.0
2023-07-31,Seattle,4102.3
2023-08-01,Seattle,4103.5
2023-08-02,Seattle,4104.4
2023-08-03,Seattle,4104.4
2023-08-04,Seattle,4105.0
2023-08-05,Seattle,8185.9
2023-08-06,Seattle,8185.8
2023-08-07,Seattle,4105.6
2023-08-08,Seattle,4102.7
2023-08-09,Seattle,4102.2
2023-08-10,Seattle,4101.9
2023-08-11,Seattle,4102.9
2023-08-12,Seattle,8187.2
2023-08-13,Seattle,8189.7
2023-08-14,Seattle,4109.1
2023-08-15,Seattle,4109.3
2023-08-16,Seattle,4109.0
2023-08-17,Seattle,4107.6
2023-08-18,Seattle,4101.0
2023-08-19,Seattle,8184.4
2023-08-20,Seattle,8185.7
2023-08-21,Seattle,4100.8
2023-08-22,Seattle,4100.4
2023-08-23,Seattle,4101.6
2023-08-24,Seattle,4101.2
2023-08-25,Seattle,4104.0
2023-08-26,Seattle,8187.9
2023-08-27,Seattle,8187.8
2023-08-28,Seattle,4100.6
2023-08-29,Seattle,4101.8
2023-08-30,Seattle,4101.1
2023-08-31,Seattle,4100.7
2023-09-01,Seattle,3285.3
2023-09-02,Seattle,6554.1
2023-09-03,Seattle,6552.1
2023-09-04,Seattle,3281.1
2023-09-05,Seattle,3282.1
2023-09-06,Seattle,3283.4
2023-09-07,Seattle,3283.1
2023-09-08,Seattle,3282.9
2023-09-09,Seattle,6550.7
2023-09-10,Seattle,6552.2
2023-09-11,Seattle,3284.2
2023-09-12,Seattle,3283.5
2023-09-13,Seattle,3283.7
2023-09-14,Seattle,3284.0
2023-09-15,Seattle,3285.2
2023-09-16,Seattle,6550.4
2023-09-17,Seattle,6548.9
2023-09-18,Seattle,3287.1
2023-09-19,Seattle,3281.1
2023-09-20,Seattle,3290.1
2023-09-21,Seattle,3279.7
2023-09-22,Seattle,3282.2
2023-09-23,Seattle,6550.9
2023-09-24,Seattle,6561.6
2023-09-25,Seattle,3301.2
2023-09-26,Seattle,3294.0
2023-09-27,Seattle,3289.9
2023-09-28,Seattle,3281.5
2023-09-29,Seattle,3277.2
2023-09-30,Seattle,6544.4
2023-10-01,Seattle,6544.1
2023-10-02,Seattle,3289.5
2023-10-03,Seattle,3280.5
2023-10-04,Seattle,3280.7
2023-10-05,Seattle,3281.6
2023-10-06,Seattle,3281.8
2023-10-07,Seattle,6549.1
2023-10-08,Seattle,6548.1
2023-10-09,Seattle,3281.7
2023-10-10,Seattle,3288.2
2023-10-11,Seattle,3288.0
2023-10-12,Seattle,3278.6
2023-10-13,Seattle,3281.2
2023-10-14,Seattle,6547.3
2023-10-15,Seattle,6547.4
2023-10-16,Seattle,3293.6
2023-10-17,Seattle,3279.6
2023-10-18,Seattle,3280.9
2023-10-19,Seattle,3281.0
2023-10-20,Seattle,3280.2
2023-10-21,Seattle,6544.8
2023-10-22,Seattle,6544.1
2023-10-23,Seattle,3276.3
2023-10-24,Seattle,3289.8
2023-10-25,Seattle,3278.0
2023-10-26,Seattle,3272.4
2023-10-27,Seattle,3271.3
2023-10-28,Seattle,6536.7
2023-10-29,Seattle,6537.3
2023-10-30,Seattle,3272.0
2023-10-31,Seattle,3271.3
2023-11-01,Seattle,3284.2
2023-11-02,Seattle,3300.7
2023-11-03,Seattle,3285.9
2023-11-04,Seattle,6575.3
2023-11-05,Seattle,6551.6
2023-11-06,Seattle,3302.5
2023-11-07,Seattle,3276.1
2023-11-08,Seattle,3274.4
2023-11-09,Seattle,3276.0
2023-11-10,Seattle,3277.4
2023-11-11,Seattle,6554.3
2023-11-12,Seattle,6548.0
2023-11-13,Seattle,3276.0
2023-11-14,Seattle,3271.0
2023-11-15,Seattle,3271.4
2023-11-16,Seattle,3271.0
2023-11-17,Seattle,3270.9
2023-11-18,Seattle,6540.3
2023-11-19,Seattle,6541.3
2023-11-20,Seattle,3271.3
2023-11-21,Seattle,3277.7
2023-11-22,Seattle,3277.2
2023-11-23,Seattle,3272.6
2023-11-24,Seattle,3269.4
2023-11-25,Seattle,6534.3
2023-11-26,Seattle,6535.1
2023-11-27,Seattle,3267.9
2023-11-28,Seattle,3266.4
2023-11-29,Seattle,3267.4
2023-11-30,Seattle,3273.6
2023-12-01,Seattle,1655.5
2023-12-02,Seattle,3282.9
2023-12-03,Seattle,3279.7
2023-12-04,Seattle,1676.2
2023-12-05,Seattle,1705.5
2023-12-06,Seattle,1651.2
2023-12-07,Seattle,1649.5
2023-12-08,Seattle,1637.8
2023-12-09,Seattle,3285.4
2023-12-10,Seattle,3278.9
2023-12-11,Seattle,1640.9
2023-12-12,Seattle,1637.3
2023-12-13,Seattle,1638.3
2023-12-14,Seattle,1643.9
2023-12-15,Seattle,1640.3
2023-12-16,Seattle,3270.1
2023-12-17,Seattle,3271.0
2023-12-18,Seattle,1640.6
2023-12-19,Seattle,1644.3
2023-12-20,Seattle,1639.2
2023-12-21,Seattle,1639.5
2023-12-22,Seattle,1655.6
2023-12-23,Seattle,3268.2
2023-12-24,Seattle,3268.5
2023-12-25,Seattle,1654.6
2023-12-26,Seattle,1644.0
2023-12-27,Seattle,1645.5
2023-12-28,Seattle,1644.6
2023-12-29,Seattle,1644.7
2023-12-30,Seattle,3278.7
2023-12-31,Seattle,3272.5
2024-01-01,Seattle,1637.1
2024-01-02,Seattle,1644.6
2024-01-03,Seattle,1642.6
2024-01-04,Seattle,1643.7
2024-01-05,Seattle,1645.9
2024-01-06,Seattle,3282.1
2024-01-07,Seattle,3273.1
2024-01-08,Seattle,1656.4
2024-01-09,Seattle,1646.5
2024-01-10,Seattle,1637.6
2024-01-11,Seattle,1635.3
2024-01-12,Seattle,1626.8
2024-01-13,Seattle,3258.8
2024-01-14,Seattle,3261.2
2024-01-15,Seattle,1630.2
2024-01-16,Seattle,1633.6
2024-01-17,Seattle,1641.0
2024-01-18,Seattle,1645.2
2024-01-19,Seattle,1638.5
2024-01-20,Seattle,3277.9
2024-01-21,Seattle,3284.8
2024-01-22,Seattle,1652.2
2024-01-23,Seattle,1642.0
2024-01-24,Seattle,1650.8
2024-01-25,Seattle,1645.5
2024-01-26,Seattle,1651.5
2024-01-27,Seattle,3295.2
2024-01-28,Seattle,3292.6
2024-01-29,Seattle,1645.2
2024-01-30,Seattle,1645.7
2024-01-31,Seattle,1647.8
2024-02-01,Seattle,1646.2
2024-02-02,Seattle,1641.7
2024-02-03,Seattle,3273.0
2024-02-04,Seattle,3273.7
2024-02-05,Seattle,1643.2
2024-02-06,Seattle,1644.2
2024-02-07,Seattle,1639.8
2024-02-08,Seattle,1642.8
2024-02-09,Seattle,1638.3
2024-02-10,Seattle,3271.9
2024-02-11,Seattle,3281.7
2024-02-12,Seattle,1648.7
2024-02-13,Seattle,1640.0
2024-02-14,Seattle,1640.6
2024-02-15,Seattle,1642.5
2024-02-16,Seattle,1637.9
2024-02-17,Seattle,3273.8
2024-02-18,Seattle,3274.1
2024-02-19,Seattle,1640.7
2024-02-20,Seattle,1646.0
2024-02-21,Seattle,1651.4
2024-02-22,Seattle,1642.0
2024-02-23,Seattle,1639.4
2024-02-24,Seattle,3274.2
2024-02-25,Seattle,3279.0
2024-02-26,Seattle,1637.6
2024-02-27,Seattle,1637.2
2024-02-28,Seattle,1665.9
2024-02-29,Seattle,1652.1
2024-03-01,Seattle,2456.8
2024-03-02,Seattle,4905.5
2024-03-03,Seattle,4905.6
2024-03-04,Seattle,2459.0
2024-03-05,Seattle,2452.7
2024-03-06,Seattle,2452.0
2024-03-07,Seattle,2453.0
2024-03-08,Seattle,2457.2
2024-03-09,Seattle,4908.7
2024-03-10,Seattle,4913.4
2024-03-11,Seattle,2462.8
2024-03-12,Seattle,2461.8
2024-03-13,Seattle,2457.2
2024-03-14,Seattle,2457.2
2024-03-15,Seattle,2460.0
2024-03-16,Seattle,4912.9
2024-03-17,Seattle,4913.3
2024-03-18,Seattle,2462.4
2024-03-19,Seattle,2461.5
2024-03-20,Seattle,2460.1
2024-03-21,Seattle,2463.4
2024-03-22,Seattle,2465.9
2024-03-23,Seattle,4911.3
2024-03-24,Seattle,4910.5
2024-03-25,Seattle,2459.9
2024-03-26,Seattle,2459.8
2024-03-27,Seattle,2472.3
2024-03-28,Seattle,2463.5
2024-03-29,Seattle,2460.6
2024-03-30,Seattle,4909.6
2024-03-31,Seattle,4910.1
2024-04-01,Seattle,2461.1
2024-04-02,Seattle,2463.1
2024-04-03,Seattle,2459.4
2024-04-04,Seattle,2459.2
2024-04-05,Seattle,2457.7
2024-04-06,Seattle,4908.6
2024-04-07,Seattle,4909.3
2024-04-08,Seattle,2463.7
2024-04-09,Seattle,2461.8
2024-04-10,Seattle,2460.1
2024-04-11,Seattle,2459.8
2024-04-12,Seattle,2460.6
2024-04-13,Seattle,4910.8
2024-04-14,Seattle,4911.9
2024-04-15,Seattle,2459.4
2024-04-16,Seattle,2458.2
2024-04-17,Seattle,2458.6
2024-04-18,Seattle,2460.9
2024-04-19,Seattle,2463.8
2024-04-20,Seattle,4912.9
2024-04-21,Seattle,4910.0
2024-04-22,Seattle,2461.1
2024-04-23,Seattle,2464.1
2024-04-24,Seattle,2460.7
2024-04-25,Seattle,2480.4
2024-04-26,Seattle,2464.7
2024-04-27,Seattle,4912.5
2024-04-28,Seattle,4910.6
2024-04-29,Seattle,2463.9
2024-04-30,Seattle,2459.6
2024-05-01,Seattle,2459.8
2024-05-02,Seattle,2462.3
2024-05-03,Seattle,2463.3
2024-05-04,Seattle,4914.8
2024-05-05,Seattle,4913.5
2024-05-06,Seattle,2460.5
2024-05-07,Seattle,2462.8
2024-05-08,Seattle,2462.2
2024-05-09,Seattle,2466.0
2024-05-10,Seattle,2469.7
2024-05-11,Seattle,4920.3
2024-05-12,Seattle,4918.2
2024-05-13,Seattle,2464.8
2024-05-14,Seattle,2465.7
2024-05-15,Seattle,2467.4
2024-05-16,Seattle,2463.8
2024-05-17,Seattle,2462.3
2024-05-18,Seattle,4916.3
2024-05-19,Seattle,4911.7
2024-05-20,Seattle,2463.1
2024-05-21,Seattle,2477.3
2024-05-22,Seattle,2461.8
2024-05-23,Seattle,2463.0
2024-05-24,Seattle,2463.5
2024-05-25,Seattle,4911.2
2024-05-26,Seattle,4914.2
2024-05-27,Seattle,2464.6
2024-05-28,Seattle,2463.2
2024-05-29,Seattle,2464.5
2024-05-30,Seattle,2462.4
2024-05-31,Seattle,2464.7
2024-06-01,Seattle,8181.7
2024-06-02,Seattle,8196.8
2024-06-03,Seattle,4104.5
2024-06-04,Seattle,4099.3
2024-06-05,Seattle,4097.6
2024-06-06,Seattle,4099.1
2024-06-07,Seattle,4101.0
2024-06-08,Seattle,8186.3
2024-06-09,Seattle,8183.1
2024-06-10,Seattle,4098.3
2024-06-11,Seattle,4099.0
2024-06-12,Seattle,4098.1
2024-06-13,Seattle,4098.9
2024-06-14,Seattle,4097.0
2024-06-15,Seattle,8178.9
2024-06-16,Seattle,8179.1
2024-06-17,Seattle,4097.4
2024-06-18,Seattle,4098.0
2024-06-19,Seattle,4101.4
2024-06-20,Seattle,4104.3
2024-06-21,Seattle,4105.4
2024-06-22,Seattle,8185.2
2024-06-23,Seattle,8182.8
2024-06-24,Seattle,4099.6
2024-06-25,Seattle,4102.1
2024-06-26,Seattle,4100.4
2024-06-27,Seattle,4098.2
2024-06-28,Seattle,4100.1
2024-06-29,Seattle,8185.0
2024-06-30,Seattle,8185.3
2024-07-01,Seattle,4103.0
2024-07-02,Seattle,4100.5
2024-07-03,Seattle,4101.4
2024-07-04,Seattle,4104.1
2024-07-05,Seattle,4106.5
2024-07-06,Seattle,8191.1
2024-07-07,Seattle,8191.9
2024-07-08,Seattle,4110.0
2024-07-09,Seattle,4110.4
2024-07-10,Seattle,4107.5
2024-07-11,Seattle,4105.2
2024-07-12,Seattle,4104.9
2024-07-13,Seattle,8189.4
2024-07-14,Seattle,8189.5
2024-07-15,Seattle,4102.5
2024-07-16,Seattle,4106.0
2024-07-17,Seattle,4106.6
2024-07-18,Seattle,4104.5
2024-07-19,Seattle,4104.5
2024-07-20,Seattle,8189.3
2024-07-21,Seattle,8187.4
2024-07-22,Seattle,4100.2
2024-07-23,Seattle,4102.0
2024-07-24,Seattle,4102.1
2024-07-25,Seattle,4101.5
2024-07-26,Seattle,4102.0
2024-07-27,Seattle,8186.6
2024-07-28,Seattle,8183.8
2024-07-29,Seattle,4104.5
2024-07-30,Seattle,4104.3
2024-07-31,Seattle,4103.4
2024-08-01,Seattle,4105.8
2024-08-02,Seattle,4107.5
2024-08-03,Seattle,8187.6
2024-08-04,Seattle,8188.2
2024-08-05,Seattle,4102.8
2024-08-06,Seattle,4100.5
2024-08-07,Seattle,4102.3
2024-08-08,Seattle,4105.3
2024-08-09,Seattle,4106.2
2024-08-10,Seattle,8186.2
2024-08-11,Seattle,8184.0
2024-08-12,Seattle,4101.5
2024-08-13,Seattle,4101.8
2024-08-14,Seattle,4103.7
2024-08-15,Seattle,4102.7
2024-08-16,Seattle,4102.1
2024-08-17,Seattle,8198.0
2024-08-18,Seattle,8186.2
2024-08-19,Seattle,4102.0
2024-08-20,Seattle,4105.1
2024-08-21,Seattle,4100.9
2024-08-22,Seattle,4104.0
2024-08-23,Seattle,4109.1
2024-08-24,Seattle,8189.7
2024-08-25,Seattle,8184.3
2024-08-26,Seattle,4102.9
2024-08-27,Seattle,4101.3
2024-08-28,Seattle,4098.9
2024-08-29,Seattle,4101.4
2024-08-30,Seattle,4103.7
2024-08-31,Seattle,8187.8
2024-09-01,Seattle,6554.8
2024-09-02,Seattle,3284.6
2024-09-03,Seattle,3285.0
2024-09-04,Seattle,3285.9
2024-09-05,Seattle,3289.2
2024-09-06,Seattle,3289.6
2024-09-07,Seattle,6554.4
2024-09-08,Seattle,6552.1
2024-09-09,Seattle,3284.3
2024-09-10,Seattle,3283.9
2024-09-11,Seattle,3288.4
2024-09-12,Seattle,3283.4
2024-09-13,Seattle,3282.9
2024-09-14,Seattle,6550.7
2024-09-15,Seattle,6548.8
2024-09-16,Seattle,3282.1
2024-09-17,Seattle,3281.3
2024-09-18,Seattle,3283.5
2024-09-19,Seattle,3282.7
2024-09-20,Seattle,3281.9
2024-09-21,Seattle,6548.1
2024-09-22,Seattle,6549.5
2024-09-23,Seattle,3285.7
2024-09-24,Seattle,3285.5
2024-09-25,Seattle,3285.8
2024-09-26,Seattle,3283.9
2024-09-27,Seattle,3283.4
2024-09-28,Seattle,6546.4
2024-09-29,Seattle,6546.6
2024-09-30,Seattle,3279.8
2024-10-01,Seattle,3280.4
2024-10-02,Seattle,3281.0
2024-10-03,Seattle,3279.3
2024-10-04,Seattle,3290.1
2024-10-05,Seattle,6545.9
2024-10-06,Seattle,6546.6
2024-10-07,Seattle,3282.5
2024-10-08,Seattle,3292.1
2024-10-09,Seattle,3280.6
2024-10-10,Seattle,3278.6
2024-10-11,Seattle,3277.0
2024-10-12,Seattle,6545.2
2024-10-13,Seattle,6548.3
2024-10-14,Seattle,3282.3
2024-10-15,Seattle,3281.3
2024-10-16,Seattle,3280.4
2024-10-17,Seattle,3276.6
2024-10-18,Seattle,3277.8
2024-10-19,Seattle,6551.9
2024-10-20,Seattle,6549.5
2024-10-21,Seattle,3283.0
2024-10-22,Seattle,3276.8
2024-10-23,Seattle,3275.3
2024-10-24,Seattle,3276.2
2024-10-25,Seattle,3278.0
2024-10-26,Seattle,6555.9
2024-10-27,Seattle,6562.0
2024-10-28,Seattle,3277.5
2024-10-29,Seattle,3276.3
2024-10-30,Seattle,3280.2
2024-10-31,Seattle,3283.7
2024-11-01,Seattle,3290.5
2024-11-02,Seattle,6546.2
2024-11-03,Seattle,6542.5
2024-11-04,Seattle,3284.4
2024-11-05,Seattle,3274.4
2024-11-06,Seattle,3275.1
2024-11-07,Seattle,3275.1
2024-11-08,Seattle,3277.6
2024-11-09,Seattle,6544.6
2024-11-10,Seattle,6552.5
2024-11-11,Seattle,3295.1
2024-11-12,Seattle,3279.9
2024-11-13,Seattle,3289.0
2024-11-14,Seattle,3281.5
2024-11-15,Seattle,3275.2
2024-11-16,Seattle,6543.6
2024-11-17,Seattle,6542.4
2024-11-18,Seattle,3273.8
2024-11-19,Seattle,3279.3
2024-11-20,Seattle,3277.4
2024-11-21,Seattle,3274.3
2024-11-22,Seattle,3284.6
2024-11-23,Seattle,6540.4
2024-11-24,Seattle,6546.5
2024-11-25,Seattle,3286.6
2024-11-26,Seattle,3273.7
2024-11-27,Seattle,3273.8
2024-11-28,Seattle,3270.3
2024-11-29,Seattle,3270.0
2024-11-30,Seattle,6537.1
2024-12-01,Seattle,3270.4
2024-12-02,Seattle,1635.8
2024-12-03,Seattle,1635.8
2024-12-04,Seattle,1634.2
2024-12-05,Seattle,1637.9
2024-12-06,Seattle,1639.7
2024-12-07,Seattle,3290.1
2024-12-08,Seattle,3275.4
2024-12-09,Seattle,1639.9
2024-12-10,Seattle,1637.6
2024-12-11,Seattle,1637.9
2024-12-12,Seattle,1639.4
2024-12-13,Seattle,1652.8
2024-12-14,Seattle,3277.4
2024-12-15,Seattle,3272.9
2024-12-16,Seattle,1645.8
2024-12-17,Seattle,1662.9
2024-12-18,Seattle,1652.2
2024-12-19,Seattle,1647.9
2024-12-20,Seattle,1642.2
2024-12-21,Seattle,3282.5
2024-12-22,Seattle,3281.9
2024-12-23,Seattle,1645.2
2024-12-24,Seattle,1643.2
2024-12-25,Seattle,1660.1
2024-12-26,Seattle,1645.8
2024-12-27,Seattle,1654.6
2024-12-28,Seattle,3280.0
2024-12-29,Seattle,3276.2
2024-12-30,Seattle,1639.4
2024-12-31,Seattle,1638.4
2025-01-01,Seattle,1639.7
2025-01-02,Seattle,1639.4
2025-01-03,Seattle,1651.7
2025-01-04,Seattle,3281.3
2025-01-05,Seattle,3276.1
2025-01-06,Seattle,1639.9
2025-01-07,Seattle,1638.6
2025-01-08,Seattle,1641.8
2025-01-09,Seattle,1640.6
2025-01-10,Seattle,1646.8
2025-01-11,Seattle,3271.6
2025-01-12,Seattle,3270.0
2025-01-13,Seattle,1636.0
2025-01-14,Seattle,1636.6
2025-01-15,Seattle,1637.2
2025-01-16,Seattle,1637.3
2025-01-17,Seattle,1636.6
2025-01-18,Seattle,3268.3
2025-01-19,Seattle,3267.3
2025-01-20,Seattle,1634.1
2025-01-21,Seattle,1634.4
2025-01-22,Seattle,1634.9
2025-01-23,Seattle,1635.4
2025-01-24,Seattle,1637.2
2025-01-25,Seattle,3268.5
2025-01-26,Seattle,3267.3
2025-01-27,Seattle,1634.9
2025-01-28,Seattle,1634.7
2025-01-29,Seattle,1635.3
2025-01-30,Seattle,1638.0
2025-01-31,Seattle,1654.9
2025-02-01,Seattle,3271.6
2025-02-02,Seattle,3268.6
2025-02-03,Seattle,1637.1
2025-02-04,Seattle,1635.1
2025-02-05,Seattle,1639.6
2025-02-06,Seattle,1640.5
2025-02-07,Seattle,1634.5
2025-02-08,Seattle,3270.7
2025-02-09,Seattle,3269.6
2025-02-10,Seattle,1634.3
2025-02-11,Seattle,1632.3
2025-02-12,Seattle,1633.1
2025-02-13,Seattle,1633.7
2025-02-14,Seattle,1636.3
2025-02-15,Seattle,3273.8
2025-02-16,Seattle,3285.1
2025-02-17,Seattle,1648.1
2025-02-18,Seattle,1641.9
2025-02-19,Seattle,1647.1
2025-02-20,Seattle,1641.0
2025-02-21,Seattle,1645.8
2025-02-22,Seattle,3292.2
2025-02-23,Seattle,3285.9
2025-02-24,Seattle,1649.5
2025-02-25,Seattle,1654.8
2025-02-26,Seattle,1640.9
2025-02-27,Seattle,1643.6
2025-02-28,Seattle,1642.2
2025-03-01,Seattle,4908.8
2025-03-02,Seattle,4908.5
2025-03-03,Seattle,2459.5
2025-03-04,Seattle,2463.0
2025-03-05,Seattle,2457.3
2025-03-06,Seattle,2457.3
2025-03-07,Seattle,2456.4
2025-03-08,Seattle,4910.3
2025-03-09,Seattle,4918.7
2025-03-10,Seattle,2455.4
2025-03-11,Seattle,2458.1
2025-03-12,Seattle,2465.9
2025-03-13,Seattle,2465.3
2025-03-14,Seattle,2455.8
2025-03-15,Seattle,4926.9
2025-03-16,Seattle,4908.8
2025-03-17,Seattle,2459.2
2025-03-18,Seattle,2455.3
2025-03-19,Seattle,2459.0
2025-03-20,Seattle,2468.2
2025-03-21,Seattle,2464.2
2025-03-22,Seattle,4908.1
2025-03-23,Seattle,4933.7
2025-03-24,Seattle,2470.0
2025-03-25,Seattle,2464.5
2025-03-26,Seattle,2472.3
2025-03-27,Seattle,2465.2
2025-03-28,Seattle,2468.2
2025-03-29,Seattle,4908.5
2025-03-30,Seattle,4911.4
2025-03-31,Seattle,2460.6
2025-04-01,Seattle,2459.3
